week;kvregion;region;specialization;gender;age_group;insurancecode;insurancetype;risk_groups;absolute;extrapolated
2024-46;Hessen;Region West;01;m;0-29;1;PKV;;2;78
2024-46;Hessen;Region West;01;m;0-29;375;PKV;;1;39
2024-46;Hessen;Region West;01;m;0-29;377;PKV;;1;39
2024-46;Hessen;Region West;01;m;0-29;89112;GKV;;7;273
2024-46;Hessen;Region West;01;m;0-29;89112;GKV;;7;273
2024-46;Hessen;Region West;01;m;0-29;89112;GKV;Diabetes T2;1;39
2024-46;Hessen;Region West;01;m;0-29;89112;GKV;Hypertonie;1;39
2024-46;Hessen;Region West;01;m;0-29;89112Y;GKV;;1;39
2024-46;Hessen;Region West;01;m;30-59;1;PKV;;1;39
2024-46;Hessen;Region West;01;m;30-59;375;PKV;;12;468
2024-46;Hessen;Region West;01;m;30-59;375;PKV;;1;39
2024-46;Hessen;Region West;01;m;30-59;5;PKV;;1;39
2024-46;Hessen;Region West;01;m;30-59;89111;GKV;;1;39
2024-46;Hessen;Region West;01;m;30-59;89111;GKV;;1;39
2024-46;Hessen;Region West;01;m;30-59;89112;GKV;;8;312
2024-46;Hessen;Region West;01;m;30-59;89112;GKV;Chronische Leberkrankheit;1;39
2024-46;Hessen;Region West;01;m;30-59;89112;GKV;Diabetes T2;2;78
2024-46;Hessen;Region West;01;m;30-59;89112;GKV;Hypertonie;4;156
2024-46;Hessen;Region West;01;m;30-59;89112;GKV;;68;2650
2024-46;Hessen;Region West;01;m;30-59;89112;GKV;Asthma;2;78
2024-46;Hessen;Region West;01;m;30-59;89112;GKV;Chronische Herzkreislauf;1;39
2024-46;Hessen;Region West;01;m;30-59;89112;GKV;Chronische Leberkrankheit;2;78
2024-46;Hessen;Region West;01;m;30-59;89112;GKV;Diabetes T2;4;156
2024-46;Hessen;Region West;01;m;30-59;89112;GKV;Hypertonie;5;195
2024-46;Hessen;Region West;01;m;30-59;89112Y;GKV;;1;39
2024-46;Hessen;Region West;01;m;60-199;03221;GKV;;1;39
2024-46;Hessen;Region West;01;m;60-199;1;PKV;;2;78
2024-46;Hessen;Region West;01;m;60-199;2;PKV;;5;195
2024-46;Hessen;Region West;01;m;60-199;2;PKV;;3;117
2024-46;Hessen;Region West;01;m;60-199;250;PKV;;1;39
2024-46;Hessen;Region West;01;m;60-199;375;PKV;;34;1325
2024-46;Hessen;Region West;01;m;60-199;375;PKV;Hypertonie;1;39
2024-46;Hessen;Region West;01;m;60-199;375;PKV;;1;39
2024-46;Hessen;Region West;01;m;60-199;375;PKV;;4;156
2024-46;Hessen;Region West;01;m;60-199;377;PKV;;10;390
2024-46;Hessen;Region West;01;m;60-199;377;PKV;;1;39
2024-46;Hessen;Region West;01;m;60-199;5;PKV;;1;39
2024-46;Hessen;Region West;01;m;60-199;804;PKV;;1;39
2024-46;Hessen;Region West;01;m;60-199;89111;GKV;;47;1832
2024-46;Hessen;Region West;01;m;60-199;89111;GKV;COPD;2;78
2024-46;Hessen;Region West;01;m;60-199;89111;GKV;Chronische Herzkreislauf;4;156
2024-46;Hessen;Region West;01;m;60-199;89111;GKV;Chronische Leberkrankheit;1;39
2024-46;Hessen;Region West;01;m;60-199;89111;GKV;Diabetes T2;3;117
2024-46;Hessen;Region West;01;m;60-199;89111;GKV;Hypertonie;8;312
2024-46;Hessen;Region West;01;m;60-199;89111;GKV;;263;10250
2024-46;Hessen;Region West;01;m;60-199;89111;GKV;Asthma;2;78
2024-46;Hessen;Region West;01;m;60-199;89111;GKV;COPD;4;156
2024-46;Hessen;Region West;01;m;60-199;89111;GKV;Chronische Herzkreislauf;14;546
2024-46;Hessen;Region West;01;m;60-199;89111;GKV;Chronische Leberkrankheit;3;117
2024-46;Hessen;Region West;01;m;60-199;89111;GKV;Diabetes T2;16;624
2024-46;Hessen;Region West;01;m;60-199;89111;GKV;Hypertonie;31;1208
2024-46;Hessen;Region West;01;m;60-199;89112;GKV;;1;39
2024-46;Hessen;Region West;01;m;60-199;89112;GKV;Hypertonie;1;39
2024-46;Hessen;Region West;01;m;60-199;lufu;PKV;;1;39
2024-46;Hessen;Region West;02;f;0-29;89112;GKV;;1;0
2024-46;Hessen;Region West;02;f;30-59;89112;GKV;;3;0
2024-46;Hessen;Region West;02;f;60-199;375;PKV;;1;0
2024-46;Hessen;Region West;02;f;60-199;89111;GKV;;3;0
2024-46;Hessen;Region West;02;f;60-199;89111;GKV;;8;0
2024-46;Hessen;Region West;02;m;30-59;89112;GKV;;2;0
2024-46;Hessen;Region West;02;m;30-59;89112;GKV;;4;0
2024-46;Hessen;Region West;02;m;60-199;89111;GKV;;1;0
2024-46;Hessen;Region West;02;m;60-199;89111;GKV;Chronische Herzkreislauf;1;0
2024-46;Hessen;Region West;02;m;60-199;89111;GKV;;8;0
2024-46;Hessen;Region West;02;m;60-199;89111;GKV;Chronische Herzkreislauf;1;0
2024-46;Hessen;Region West;02;m;60-199;89111;GKV;Diabetes T2;1;0
2024-46;Hessen;Region West;02;m;60-199;89111;GKV;Hypertonie;2;0
2024-46;Hessen;Region West;03;f;0-29;89112;GKV;;1;48
2024-46;Hessen;Region West;03;f;30-59;1;PKV;;1;48
2024-46;Hessen;Region West;03;f;30-59;250;PKV;;1;48
2024-46;Hessen;Region West;03;f;30-59;375;GKV;;1;48
2024-46;Hessen;Region West;03;f;30-59;375;PKV;;2;96
2024-46;Hessen;Region West;03;f;30-59;375;PKV;;2;96
2024-46;Hessen;Region West;03;f;30-59;375;PKV;;2;96
2024-46;Hessen;Region West;03;f;30-59;89111;GKV;;1;48
2024-46;Hessen;Region West;03;f;30-59;89112;GKV;;11;527
2024-46;Hessen;Region West;03;f;30-59;89112;GKV;Asthma;1;48
2024-46;Hessen;Region West;03;f;30-59;89112;GKV;Hypertonie;3;144
2024-46;Hessen;Region West;03;f;30-59;89112;GKV;;31;1485
2024-46;Hessen;Region West;03;f;30-59;89112;GKV;Asthma;2;96
2024-46;Hessen;Region West;03;f;30-59;89112;GKV;Diabetes T2;1;48
2024-46;Hessen;Region West;03;f;30-59;89112;GKV;Hypertonie;1;48
2024-46;Hessen;Region West;03;f;30-59;89112Y;GKV;;1;48
2024-46;Hessen;Region West;03;f;60-199;1;PKV;;1;48
2024-46;Hessen;Region West;03;f;60-199;1;PKV;;2;96
2024-46;Hessen;Region West;03;f;60-199;2;PKV;;3;144
2024-46;Hessen;Region West;03;f;60-199;3594H1;PKV;;1;48
2024-46;Hessen;Region West;03;f;60-199;375;PKV;;18;862
2024-46;Hessen;Region West;03;f;60-199;375;PKV;Hypertonie;1;48
2024-46;Hessen;Region West;03;f;60-199;375;PKV;;3;144
2024-46;Hessen;Region West;03;f;60-199;375;PKV;;3;144
2024-46;Hessen;Region West;03;f;60-199;377;PKV;;3;144
2024-46;Hessen;Region West;03;f;60-199;5;PKV;;1;48
2024-46;Hessen;Region West;03;f;60-199;554a;PKV;;1;48
2024-46;Hessen;Region West;03;f;60-199;89111;GKV;;65;3114
2024-46;Hessen;Region West;03;f;60-199;89111;GKV;Asthma;3;144
2024-46;Hessen;Region West;03;f;60-199;89111;GKV;COPD;2;96
2024-46;Hessen;Region West;03;f;60-199;89111;GKV;Chronische Leberkrankheit;1;48
2024-46;Hessen;Region West;03;f;60-199;89111;GKV;Diabetes T2;3;144
2024-46;Hessen;Region West;03;f;60-199;89111;GKV;Hypertonie;18;862
2024-46;Hessen;Region West;03;f;60-199;89111;GKV;;175;8385
2024-46;Hessen;Region West;03;f;60-199;89111;GKV;Asthma;2;96
2024-46;Hessen;Region West;03;f;60-199;89111;GKV;COPD;3;144
2024-46;Hessen;Region West;03;f;60-199;89111;GKV;Chronische Herzkreislauf;2;96
2024-46;Hessen;Region West;03;f;60-199;89111;GKV;Chronische Leberkrankheit;1;48
2024-46;Hessen;Region West;03;f;60-199;89111;GKV;Diabetes T1;1;48
2024-46;Hessen;Region West;03;f;60-199;89111;GKV;Diabetes T2;6;287
2024-46;Hessen;Region West;03;f;60-199;89111;GKV;Hypertonie;16;767
2024-46;Hessen;Region West;03;f;60-199;89112;GKV;;1;48
2024-46;Hessen;Region West;03;m;0-29;375;PKV;;1;48
2024-46;Hessen;Region West;03;m;0-29;89111;GKV;;1;48
2024-46;Hessen;Region West;03;m;0-29;89112;GKV;;2;96
2024-46;Hessen;Region West;03;m;0-29;89112;GKV;;2;96
2024-46;Hessen;Region West;03;m;30-59;1;PKV;;1;48
2024-46;Hessen;Region West;03;m;30-59;2;PKV;;1;48
2024-46;Hessen;Region West;03;m;30-59;2;PKV;;1;48
2024-46;Hessen;Region West;03;m;30-59;3572;PKV;;1;48
2024-46;Hessen;Region West;03;m;30-59;375;PKV;;5;240
2024-46;Hessen;Region West;03;m;30-59;375;PKV;;1;48
2024-46;Hessen;Region West;03;m;30-59;377;PKV;;1;48
2024-46;Hessen;Region West;03;m;30-59;89111;GKV;;1;48
2024-46;Hessen;Region West;03;m;30-59;89111;GKV;;1;48
2024-46;Hessen;Region West;03;m;30-59;89112;GKV;;13;623
2024-46;Hessen;Region West;03;m;30-59;89112;GKV;Asthma;1;48
2024-46;Hessen;Region West;03;m;30-59;89112;GKV;Chronische Herzkreislauf;1;48
2024-46;Hessen;Region West;03;m;30-59;89112;GKV;Diabetes T2;2;96
2024-46;Hessen;Region West;03;m;30-59;89112;GKV;Hypertonie;1;48
2024-46;Hessen;Region West;03;m;30-59;89112;GKV;;36;1725
2024-46;Hessen;Region West;03;m;30-59;89112;GKV;Asthma;2;96
2024-46;Hessen;Region West;03;m;30-59;89112;GKV;Diabetes T2;1;48
2024-46;Hessen;Region West;03;m;30-59;89112;GKV;Hypertonie;2;96
2024-46;Hessen;Region West;03;m;60-199;0X;PKV;;1;48
2024-46;Hessen;Region West;03;m;60-199;1;PKV;;1;48
2024-46;Hessen;Region West;03;m;60-199;1;PKV;;1;48
2024-46;Hessen;Region West;03;m;60-199;2;PKV;;8;383
2024-46;Hessen;Region West;03;m;60-199;2;PKV;;1;48
2024-46;Hessen;Region West;03;m;60-199;3;PKV;;1;48
2024-46;Hessen;Region West;03;m;60-199;3;PKV;;1;48
2024-46;Hessen;Region West;03;m;60-199;375;PKV;;26;1246
2024-46;Hessen;Region West;03;m;60-199;375;PKV;Hypertonie;1;48
2024-46;Hessen;Region West;03;m;60-199;375;PKV;;3;144
2024-46;Hessen;Region West;03;m;60-199;375;PKV;Diabetes T2;1;48
2024-46;Hessen;Region West;03;m;60-199;375;PKV;Hypertonie;1;48
2024-46;Hessen;Region West;03;m;60-199;375;PKV;;6;287
2024-46;Hessen;Region West;03;m;60-199;377;PKV;;3;144
2024-46;Hessen;Region West;03;m;60-199;377;PKV;;1;48
2024-46;Hessen;Region West;03;m;60-199;420;PKV;;1;48
2024-46;Hessen;Region West;03;m;60-199;5;PKV;;1;48
2024-46;Hessen;Region West;03;m;60-199;5;PKV;;3;144
2024-46;Hessen;Region West;03;m;60-199;89111;GKV;;53;2539
2024-46;Hessen;Region West;03;m;60-199;89111;GKV;Asthma;1;48
2024-46;Hessen;Region West;03;m;60-199;89111;GKV;COPD;2;96
2024-46;Hessen;Region West;03;m;60-199;89111;GKV;Chronische Herzkreislauf;2;96
2024-46;Hessen;Region West;03;m;60-199;89111;GKV;Chronische Leberkrankheit;2;96
2024-46;Hessen;Region West;03;m;60-199;89111;GKV;Diabetes T2;2;96
2024-46;Hessen;Region West;03;m;60-199;89111;GKV;Hypertonie;16;767
2024-46;Hessen;Region West;03;m;60-199;89111;GKV;;123;5893
2024-46;Hessen;Region West;03;m;60-199;89111;GKV;Asthma;2;96
2024-46;Hessen;Region West;03;m;60-199;89111;GKV;COPD;1;48
2024-46;Hessen;Region West;03;m;60-199;89111;GKV;Chronische Herzkreislauf;7;335
2024-46;Hessen;Region West;03;m;60-199;89111;GKV;Chronische Leberkrankheit;1;48
2024-46;Hessen;Region West;03;m;60-199;89111;GKV;Diabetes T2;5;240
2024-46;Hessen;Region West;03;m;60-199;89111;GKV;Hypertonie;15;719
2024-46;Hessen;Region West;03;m;60-199;89112;GKV;;1;48
2024-46;Hessen;Region West;03;u;60-199;375;PKV;;1;48
2024-46;Mecklenburg-Vorpommern;Region Ost;01;f;0-29;89112;GKV;;2;91
2024-46;Mecklenburg-Vorpommern;Region Ost;01;f;30-59;375;PKV;;1;46
2024-46;Mecklenburg-Vorpommern;Region Ost;01;f;30-59;89112;GKV;;4;183
2024-46;Mecklenburg-Vorpommern;Region Ost;01;f;30-59;89112;GKV;Hypertonie;1;46
2024-46;Mecklenburg-Vorpommern;Region Ost;01;f;30-59;89112;GKV;;26;1188
2024-46;Mecklenburg-Vorpommern;Region Ost;01;f;30-59;89112;GKV;Diabetes T1;2;91
2024-46;Mecklenburg-Vorpommern;Region Ost;01;f;30-59;89112;GKV;Hypertonie;2;91
2024-46;Mecklenburg-Vorpommern;Region Ost;01;f;60-199;375;PKV;;2;91
2024-46;Mecklenburg-Vorpommern;Region Ost;01;f;60-199;5;PKV;Hypertonie;1;46
2024-46;Mecklenburg-Vorpommern;Region Ost;01;f;60-199;89111;GKV;;16;731
2024-46;Mecklenburg-Vorpommern;Region Ost;01;f;60-199;89111;GKV;Chronische Leberkrankheit;2;91
2024-46;Mecklenburg-Vorpommern;Region Ost;01;f;60-199;89111;GKV;Diabetes T2;1;46
2024-46;Mecklenburg-Vorpommern;Region Ost;01;f;60-199;89111;GKV;Hypertonie;3;137
2024-46;Mecklenburg-Vorpommern;Region Ost;01;f;60-199;89111;GKV;;112;5119
2024-46;Mecklenburg-Vorpommern;Region Ost;01;f;60-199;89111;GKV;Asthma;1;46
2024-46;Mecklenburg-Vorpommern;Region Ost;01;f;60-199;89111;GKV;Chronische Herzkreislauf;3;137
2024-46;Mecklenburg-Vorpommern;Region Ost;01;f;60-199;89111;GKV;Diabetes T2;1;46
2024-46;Mecklenburg-Vorpommern;Region Ost;01;f;60-199;89111;GKV;Hypertonie;10;457
2024-46;Mecklenburg-Vorpommern;Region Ost;01;f;60-199;89112;GKV;;2;91
2024-46;Mecklenburg-Vorpommern;Region Ost;01;m;0-29;89112;GKV;;3;137
2024-46;Mecklenburg-Vorpommern;Region Ost;01;m;30-59;375;PKV;;1;46
2024-46;Mecklenburg-Vorpommern;Region Ost;01;m;30-59;89111;GKV;;1;46
2024-46;Mecklenburg-Vorpommern;Region Ost;01;m;30-59;89111;GKV;;1;46
2024-46;Mecklenburg-Vorpommern;Region Ost;01;m;30-59;89112;GKV;;10;457
2024-46;Mecklenburg-Vorpommern;Region Ost;01;m;30-59;89112;GKV;;12;548
2024-46;Mecklenburg-Vorpommern;Region Ost;01;m;30-59;89112;GKV;COPD;2;91
2024-46;Mecklenburg-Vorpommern;Region Ost;01;m;30-59;89112;GKV;Chronische Leberkrankheit;1;46
2024-46;Mecklenburg-Vorpommern;Region Ost;01;m;30-59;89112;GKV;Diabetes T2;2;91
2024-46;Mecklenburg-Vorpommern;Region Ost;01;m;30-59;89112;GKV;Hypertonie;5;229
2024-46;Mecklenburg-Vorpommern;Region Ost;01;m;60-199;3;PKV;;1;46
2024-46;Mecklenburg-Vorpommern;Region Ost;01;m;60-199;375;PKV;;4;183
2024-46;Mecklenburg-Vorpommern;Region Ost;01;m;60-199;375;PKV;;2;91
2024-46;Mecklenburg-Vorpommern;Region Ost;01;m;60-199;89111;GKV;;15;686
2024-46;Mecklenburg-Vorpommern;Region Ost;01;m;60-199;89111;GKV;Diabetes T2;1;46
2024-46;Mecklenburg-Vorpommern;Region Ost;01;m;60-199;89111;GKV;Hypertonie;1;46
2024-46;Mecklenburg-Vorpommern;Region Ost;01;m;60-199;89111;GKV;;70;3199
2024-46;Mecklenburg-Vorpommern;Region Ost;01;m;60-199;89111;GKV;Chronische Herzkreislauf;1;46
2024-46;Mecklenburg-Vorpommern;Region Ost;01;m;60-199;89111;GKV;Hypertonie;7;320
2024-46;Mecklenburg-Vorpommern;Region Ost;01;m;60-199;89112;GKV;;1;46
2024-46;Mecklenburg-Vorpommern;Region Ost;03;f;0-29;89112Y;GKV;;1;65
2024-46;Mecklenburg-Vorpommern;Region Ost;03;f;30-59;89112;GKV;;3;196
2024-46;Mecklenburg-Vorpommern;Region Ost;03;f;30-59;89112;GKV;;10;654
2024-46;Mecklenburg-Vorpommern;Region Ost;03;f;30-59;89112;GKV;Diabetes T2;1;65
2024-46;Mecklenburg-Vorpommern;Region Ost;03;f;60-199;1;PKV;;2;131
2024-46;Mecklenburg-Vorpommern;Region Ost;03;f;60-199;2;PKV;;1;65
2024-46;Mecklenburg-Vorpommern;Region Ost;03;f;60-199;375;PKV;;5;327
2024-46;Mecklenburg-Vorpommern;Region Ost;03;f;60-199;89111;GKV;;7;458
2024-46;Mecklenburg-Vorpommern;Region Ost;03;f;60-199;89111;GKV;Chronische Herzkreislauf;1;65
2024-46;Mecklenburg-Vorpommern;Region Ost;03;f;60-199;89111;GKV;Diabetes T2;4;262
2024-46;Mecklenburg-Vorpommern;Region Ost;03;f;60-199;89111;GKV;Hypertonie;7;458
2024-46;Mecklenburg-Vorpommern;Region Ost;03;f;60-199;89111;GKV;;61;3991
2024-46;Mecklenburg-Vorpommern;Region Ost;03;f;60-199;89111;GKV;Asthma;1;65
2024-46;Mecklenburg-Vorpommern;Region Ost;03;f;60-199;89111;GKV;COPD;1;65
2024-46;Mecklenburg-Vorpommern;Region Ost;03;f;60-199;89111;GKV;Chronische Herzkreislauf;5;327
2024-46;Mecklenburg-Vorpommern;Region Ost;03;f;60-199;89111;GKV;Chronische Leberkrankheit;1;65
2024-46;Mecklenburg-Vorpommern;Region Ost;03;f;60-199;89111;GKV;Diabetes T2;6;393
2024-46;Mecklenburg-Vorpommern;Region Ost;03;f;60-199;89111;GKV;Hypertonie;8;523
2024-46;Mecklenburg-Vorpommern;Region Ost;03;m;30-59;89112;GKV;;2;131
2024-46;Mecklenburg-Vorpommern;Region Ost;03;m;30-59;89112;GKV;Hypertonie;1;65
2024-46;Mecklenburg-Vorpommern;Region Ost;03;m;30-59;89112;GKV;;3;196
2024-46;Mecklenburg-Vorpommern;Region Ost;03;m;30-59;89112;GKV;Diabetes T1;1;65
2024-46;Mecklenburg-Vorpommern;Region Ost;03;m;30-59;89112;GKV;Diabetes T2;1;65
2024-46;Mecklenburg-Vorpommern;Region Ost;03;m;30-59;89112;GKV;Hypertonie;3;196
2024-46;Mecklenburg-Vorpommern;Region Ost;03;m;60-199;375;PKV;;6;393
2024-46;Mecklenburg-Vorpommern;Region Ost;03;m;60-199;375;PKV;;1;65
2024-46;Mecklenburg-Vorpommern;Region Ost;03;m;60-199;375;PKV;Diabetes T2;1;65
2024-46;Mecklenburg-Vorpommern;Region Ost;03;m;60-199;5;PKV;Chronische Herzkreislauf;1;65
2024-46;Mecklenburg-Vorpommern;Region Ost;03;m;60-199;651;PKV;;1;65
2024-46;Mecklenburg-Vorpommern;Region Ost;03;m;60-199;89111;GKV;;8;523
2024-46;Mecklenburg-Vorpommern;Region Ost;03;m;60-199;89111;GKV;COPD;1;65
2024-46;Mecklenburg-Vorpommern;Region Ost;03;m;60-199;89111;GKV;Chronische Herzkreislauf;3;196
2024-46;Mecklenburg-Vorpommern;Region Ost;03;m;60-199;89111;GKV;Diabetes T2;1;65
2024-46;Mecklenburg-Vorpommern;Region Ost;03;m;60-199;89111;GKV;Hypertonie;6;393
2024-46;Mecklenburg-Vorpommern;Region Ost;03;m;60-199;89111;GKV;;44;2879
2024-46;Mecklenburg-Vorpommern;Region Ost;03;m;60-199;89111;GKV;Asthma;1;65
2024-46;Mecklenburg-Vorpommern;Region Ost;03;m;60-199;89111;GKV;Chronische Herzkreislauf;2;131
2024-46;Mecklenburg-Vorpommern;Region Ost;03;m;60-199;89111;GKV;Chronische Leberkrankheit;1;65
2024-46;Mecklenburg-Vorpommern;Region Ost;03;m;60-199;89111;GKV;Diabetes T2;5;327
2024-46;Mecklenburg-Vorpommern;Region Ost;03;m;60-199;89111;GKV;Hypertonie;8;523
2024-46;Mecklenburg-Vorpommern;Region Ost;03;m;60-199;89112;GKV;;1;65
2024-46;Niedersachsen;Region Nord;01;f;0-29;89111;GKV;;1;39
2024-46;Niedersachsen;Region Nord;01;f;0-29;89112;GKV;;2;79
2024-46;Niedersachsen;Region Nord;01;f;0-29;89112;GKV;;12;473
2024-46;Niedersachsen;Region Nord;01;f;0-29;89112;GKV;Asthma;1;39
2024-46;Niedersachsen;Region Nord;01;f;0-29;89112;GKV;Chronische Leberkrankheit;1;39
2024-46;Niedersachsen;Region Nord;01;f;30-59;1;PKV;;1;39
2024-46;Niedersachsen;Region Nord;01;f;30-59;1;PKV;;1;39
2024-46;Niedersachsen;Region Nord;01;f;30-59;2;PKV;;1;39
2024-46;Niedersachsen;Region Nord;01;f;30-59;2;PKV;;1;39
2024-46;Niedersachsen;Region Nord;01;f;30-59;3;PKV;;1;39
2024-46;Niedersachsen;Region Nord;01;f;30-59;375;PKV;;7;276
2024-46;Niedersachsen;Region Nord;01;f;30-59;375;PKV;Hypertonie;1;39
2024-46;Niedersachsen;Region Nord;01;f;30-59;377;PKV;;1;39
2024-46;Niedersachsen;Region Nord;01;f;30-59;89111;GKV;;4;158
2024-46;Niedersachsen;Region Nord;01;f;30-59;89112;GKV;;20;788
2024-46;Niedersachsen;Region Nord;01;f;30-59;89112;GKV;Diabetes T2;1;39
2024-46;Niedersachsen;Region Nord;01;f;30-59;89112;GKV;Hypertonie;1;39
2024-46;Niedersachsen;Region Nord;01;f;30-59;89112;GKV;;132;5203
2024-46;Niedersachsen;Region Nord;01;f;30-59;89112;GKV;Asthma;4;158
2024-46;Niedersachsen;Region Nord;01;f;30-59;89112;GKV;COPD;1;39
2024-46;Niedersachsen;Region Nord;01;f;30-59;89112;GKV;Chronische Leberkrankheit;1;39
2024-46;Niedersachsen;Region Nord;01;f;30-59;89112;GKV;Diabetes T2;3;118
2024-46;Niedersachsen;Region Nord;01;f;30-59;89112;GKV;Hypertonie;9;355
2024-46;Niedersachsen;Region Nord;01;f;30-59;89112Y;GKV;;3;118
2024-46;Niedersachsen;Region Nord;01;f;60-199;1;PKV;;2;79
2024-46;Niedersachsen;Region Nord;01;f;60-199;1;PKV;;1;39
2024-46;Niedersachsen;Region Nord;01;f;60-199;1;PKV;;1;39
2024-46;Niedersachsen;Region Nord;01;f;60-199;2;PKV;;4;158
2024-46;Niedersachsen;Region Nord;01;f;60-199;3511;PKV;;1;39
2024-46;Niedersachsen;Region Nord;01;f;60-199;3561;PKV;;1;39
2024-46;Niedersachsen;Region Nord;01;f;60-199;375;PKV;;26;1025
2024-46;Niedersachsen;Region Nord;01;f;60-199;375;PKV;Chronische Leberkrankheit;1;39
2024-46;Niedersachsen;Region Nord;01;f;60-199;375;PKV;;3;118
2024-46;Niedersachsen;Region Nord;01;f;60-199;375;PKV;;1;39
2024-46;Niedersachsen;Region Nord;01;f;60-199;377;PKV;;1;39
2024-46;Niedersachsen;Region Nord;01;f;60-199;378;PKV;;1;39
2024-46;Niedersachsen;Region Nord;01;f;60-199;5;PKV;;1;39
2024-46;Niedersachsen;Region Nord;01;f;60-199;89111;GKV;;123;4848
2024-46;Niedersachsen;Region Nord;01;f;60-199;89111;GKV;Asthma;1;39
2024-46;Niedersachsen;Region Nord;01;f;60-199;89111;GKV;COPD;4;158
2024-46;Niedersachsen;Region Nord;01;f;60-199;89111;GKV;Chronische Leberkrankheit;1;39
2024-46;Niedersachsen;Region Nord;01;f;60-199;89111;GKV;Diabetes T1;1;39
2024-46;Niedersachsen;Region Nord;01;f;60-199;89111;GKV;Diabetes T2;1;39
2024-46;Niedersachsen;Region Nord;01;f;60-199;89111;GKV;Hypertonie;11;434
2024-46;Niedersachsen;Region Nord;01;f;60-199;89111;GKV;;581;22899
2024-46;Niedersachsen;Region Nord;01;f;60-199;89111;GKV;Asthma;8;315
2024-46;Niedersachsen;Region Nord;01;f;60-199;89111;GKV;COPD;9;355
2024-46;Niedersachsen;Region Nord;01;f;60-199;89111;GKV;Chronische Herzkreislauf;10;394
2024-46;Niedersachsen;Region Nord;01;f;60-199;89111;GKV;Chronische Leberkrankheit;11;434
2024-46;Niedersachsen;Region Nord;01;f;60-199;89111;GKV;Diabetes T1;1;39
2024-46;Niedersachsen;Region Nord;01;f;60-199;89111;GKV;Diabetes T2;27;1064
2024-46;Niedersachsen;Region Nord;01;f;60-199;89111;GKV;Hypertonie;77;3035
2024-46;Niedersachsen;Region Nord;01;f;60-199;89112;GKV;;1;39
2024-46;Niedersachsen;Region Nord;01;f;60-199;89112;GKV;Asthma;1;39
2024-46;Niedersachsen;Region Nord;01;f;60-199;89112;GKV;COPD;1;39
2024-46;Niedersachsen;Region Nord;01;f;60-199;89112;GKV;Chronische Herzkreislauf;1;39
2024-46;Niedersachsen;Region Nord;01;f;60-199;89112;GKV;Hypertonie;2;79
2024-46;Niedersachsen;Region Nord;01;m;0-29;2;PKV;;1;39
2024-46;Niedersachsen;Region Nord;01;m;0-29;89112;GKV;;7;276
2024-46;Niedersachsen;Region Nord;01;m;0-29;89112;GKV;Asthma;1;39
2024-46;Niedersachsen;Region Nord;01;m;30-59;375;PKV;;4;158
2024-46;Niedersachsen;Region Nord;01;m;30-59;375;PKV;Hypertonie;1;39
2024-46;Niedersachsen;Region Nord;01;m;30-59;377;PKV;;1;39
2024-46;Niedersachsen;Region Nord;01;m;30-59;89111;GKV;;1;39
2024-46;Niedersachsen;Region Nord;01;m;30-59;89112;GKV;;16;631
2024-46;Niedersachsen;Region Nord;01;m;30-59;89112;GKV;Hypertonie;1;39
2024-46;Niedersachsen;Region Nord;01;m;30-59;89112;GKV;;99;3902
2024-46;Niedersachsen;Region Nord;01;m;30-59;89112;GKV;Asthma;3;118
2024-46;Niedersachsen;Region Nord;01;m;30-59;89112;GKV;Chronische Herzkreislauf;3;118
2024-46;Niedersachsen;Region Nord;01;m;30-59;89112;GKV;Chronische Leberkrankheit;2;79
2024-46;Niedersachsen;Region Nord;01;m;30-59;89112;GKV;Diabetes T2;6;236
2024-46;Niedersachsen;Region Nord;01;m;30-59;89112;GKV;Hypertonie;6;236
2024-46;Niedersachsen;Region Nord;01;m;60-199;0120B;PKV;;3;118
2024-46;Niedersachsen;Region Nord;01;m;60-199;1;PKV;;3;118
2024-46;Niedersachsen;Region Nord;01;m;60-199;1;PKV;;4;158
2024-46;Niedersachsen;Region Nord;01;m;60-199;1;PKV;Diabetes T1;1;39
2024-46;Niedersachsen;Region Nord;01;m;60-199;1;PKV;;1;39
2024-46;Niedersachsen;Region Nord;01;m;60-199;2;PKV;;4;158
2024-46;Niedersachsen;Region Nord;01;m;60-199;2;PKV;Diabetes T1;1;39
2024-46;Niedersachsen;Region Nord;01;m;60-199;2;PKV;Hypertonie;1;39
2024-46;Niedersachsen;Region Nord;01;m;60-199;252;PKV;;1;39
2024-46;Niedersachsen;Region Nord;01;m;60-199;3550;PKV;;1;39
2024-46;Niedersachsen;Region Nord;01;m;60-199;3561;PKV;;1;39
2024-46;Niedersachsen;Region Nord;01;m;60-199;3572;PKV;;1;39
2024-46;Niedersachsen;Region Nord;01;m;60-199;375;PKV;;34;1340
2024-46;Niedersachsen;Region Nord;01;m;60-199;375;PKV;Chronische Herzkreislauf;1;39
2024-46;Niedersachsen;Region Nord;01;m;60-199;375;PKV;Chronische Leberkrankheit;1;39
2024-46;Niedersachsen;Region Nord;01;m;60-199;375;PKV;Diabetes T2;1;39
2024-46;Niedersachsen;Region Nord;01;m;60-199;375;PKV;Hypertonie;1;39
2024-46;Niedersachsen;Region Nord;01;m;60-199;375;PKV;;1;39
2024-46;Niedersachsen;Region Nord;01;m;60-199;375;PKV;;5;197
2024-46;Niedersachsen;Region Nord;01;m;60-199;375;PKV;Hypertonie;1;39
