week;kvregion;region;specialization;gender;age_group;insurancecode;insurancetype;absolute;extrapolated
2024-46;Rheinland-Pfalz;Region West;01;m;0-29;89112Y;GKV;2;103
2024-46;Rheinland-Pfalz;Region West;01;m;30-59;03220;GKV;1;52
2024-46;Rheinland-Pfalz;Region West;01;m;30-59;2;PKV;1;52
2024-46;Rheinland-Pfalz;Region West;01;m;30-59;2;PKV;1;52
2024-46;Rheinland-Pfalz;Region West;01;m;30-59;375;PKV;4;207
2024-46;Rheinland-Pfalz;Region West;01;m;30-59;375;PKV;1;52
2024-46;Rheinland-Pfalz;Region West;01;m;30-59;5;PKV;1;52
2024-46;Rheinland-Pfalz;Region West;01;m;30-59;89111;GKV;1;52
2024-46;Rheinland-Pfalz;Region West;01;m;30-59;89112;GKV;4;207
2024-46;Rheinland-Pfalz;Region West;01;m;30-59;89112;GKV;39;2016
2024-46;Rheinland-Pfalz;Region West;01;m;30-59;89112Y;GKV;3;155
2024-46;Rheinland-Pfalz;Region West;01;m;30-59;k1;GKV;1;52
2024-46;Rheinland-Pfalz;Region West;01;m;60-199;03221;GKV;1;52
2024-46;Rheinland-Pfalz;Region West;01;m;60-199;1;PKV;5;258
2024-46;Rheinland-Pfalz;Region West;01;m;60-199;1;PKV;2;103
2024-46;Rheinland-Pfalz;Region West;01;m;60-199;2;PKV;7;362
2024-46;Rheinland-Pfalz;Region West;01;m;60-199;32022;GKV;1;52
2024-46;Rheinland-Pfalz;Region West;01;m;60-199;3511;PKV;1;52
2024-46;Rheinland-Pfalz;Region West;01;m;60-199;3583H1;PKV;1;52
2024-46;Rheinland-Pfalz;Region West;01;m;60-199;3585H1;PKV;1;52
2024-46;Rheinland-Pfalz;Region West;01;m;60-199;375;PKV;42;2171
2024-46;Rheinland-Pfalz;Region West;01;m;60-199;375;PKV;1;52
2024-46;Rheinland-Pfalz;Region West;01;m;60-199;375;PKV;3;155
2024-46;Rheinland-Pfalz;Region West;01;m;60-199;377;PKV;5;258
2024-46;Rheinland-Pfalz;Region West;01;m;60-199;377;PKV;1;52
2024-46;Rheinland-Pfalz;Region West;01;m;60-199;5;PKV;1;52
2024-46;Rheinland-Pfalz;Region West;01;m;60-199;7;PKV;1;52
2024-46;Rheinland-Pfalz;Region West;01;m;60-199;89111;GKV;11;569
2024-46;Rheinland-Pfalz;Region West;01;m;60-199;89111;GKV;223;11525
2024-46;Rheinland-Pfalz;Region West;01;m;60-199;89111;GKV;1;52
2024-46;Rheinland-Pfalz;Region West;01;m;60-199;89112;GKV;1;52
2024-46;Rheinland-Pfalz;Region West;01;m;60-199;89112;GKV;4;207
2024-46;Rheinland-Pfalz;Region West;02;f;30-59;375;PKV;3;16
2024-46;Rheinland-Pfalz;Region West;02;f;30-59;89112;GKV;4;21
2024-46;Rheinland-Pfalz;Region West;02;f;60-199;89111;GKV;20;107
2024-46;Rheinland-Pfalz;Region West;02;m;30-59;89112;GKV;4;21
2024-46;Rheinland-Pfalz;Region West;02;m;60-199;2;PKV;1;5
2024-46;Rheinland-Pfalz;Region West;02;m;60-199;375;PKV;3;16
2024-46;Rheinland-Pfalz;Region West;02;m;60-199;375;PKV;1;5
2024-46;Rheinland-Pfalz;Region West;02;m;60-199;89111;GKV;16;85
2024-46;Rheinland-Pfalz;Region West;03;f;0-29;89112;GKV;1;88
2024-46;Rheinland-Pfalz;Region West;03;f;0-29;89112;GKV;2;176
2024-46;Rheinland-Pfalz;Region West;03;f;30-59;1;PKV;1;88
2024-46;Rheinland-Pfalz;Region West;03;f;30-59;375;GKV;1;88
2024-46;Rheinland-Pfalz;Region West;03;f;30-59;89112;GKV;1;88
2024-46;Rheinland-Pfalz;Region West;03;f;30-59;89112;GKV;5;440
2024-46;Rheinland-Pfalz;Region West;03;f;30-59;89112Y;GKV;2;176
2024-46;Rheinland-Pfalz;Region West;03;f;60-199;1;PKV;1;88
2024-46;Rheinland-Pfalz;Region West;03;f;60-199;375;PKV;8;703
2024-46;Rheinland-Pfalz;Region West;03;f;60-199;89111;GKV;11;967
2024-46;Rheinland-Pfalz;Region West;03;f;60-199;89111;GKV;73;6418
2024-46;Rheinland-Pfalz;Region West;03;f;60-199;89112;GKV;1;88
2024-46;Rheinland-Pfalz;Region West;03;f;60-199;89112;GKV;2;176
2024-46;Rheinland-Pfalz;Region West;03;m;30-59;375;PKV;2;176
2024-46;Rheinland-Pfalz;Region West;03;m;30-59;89111;GKV;1;88
2024-46;Rheinland-Pfalz;Region West;03;m;30-59;89112;GKV;3;264
2024-46;Rheinland-Pfalz;Region West;03;m;30-59;89112;GKV;9;791
2024-46;Rheinland-Pfalz;Region West;03;m;60-199;1;PKV;1;88
2024-46;Rheinland-Pfalz;Region West;03;m;60-199;1;PKV;1;88
2024-46;Rheinland-Pfalz;Region West;03;m;60-199;2;PKV;1;88
2024-46;Rheinland-Pfalz;Region West;03;m;60-199;375;PKV;17;1495
2024-46;Rheinland-Pfalz;Region West;03;m;60-199;375;PKV;1;88
2024-46;Rheinland-Pfalz;Region West;03;m;60-199;5;PKV;1;88
2024-46;Rheinland-Pfalz;Region West;03;m;60-199;89111;GKV;9;791
2024-46;Rheinland-Pfalz;Region West;03;m;60-199;89111;GKV;60;5275
2024-46;Saarland;Region West;01;f;30-59;2;PKV;1;23
2024-46;Saarland;Region West;01;f;30-59;375;PKV;4;92
2024-46;Saarland;Region West;01;f;30-59;89111;GKV;1;23
2024-46;Saarland;Region West;01;f;30-59;89112;GKV;2;46
2024-46;Saarland;Region West;01;f;30-59;89112;GKV;25;578
2024-46;Saarland;Region West;01;f;60-199;375;PKV;5;116
2024-46;Saarland;Region West;01;f;60-199;375;PKV;1;23
2024-46;Saarland;Region West;01;f;60-199;377;PKV;1;23
2024-46;Saarland;Region West;01;f;60-199;89111;GKV;7;162
2024-46;Saarland;Region West;01;f;60-199;89111;GKV;104;2402
2024-46;Saarland;Region West;01;f;60-199;89112;GKV;2;46
2024-46;Saarland;Region West;01;m;0-29;375;PKV;3;69
2024-46;Saarland;Region West;01;m;30-59;375;PKV;1;23
2024-46;Saarland;Region West;01;m;30-59;89111;GKV;1;23
2024-46;Saarland;Region West;01;m;30-59;89112;GKV;24;554
2024-46;Saarland;Region West;01;m;60-199;0ver;PKV;1;23
2024-46;Saarland;Region West;01;m;60-199;375;PKV;9;208
2024-46;Saarland;Region West;01;m;60-199;375;PKV;3;69
2024-46;Saarland;Region West;01;m;60-199;8;PKV;1;23
2024-46;Saarland;Region West;01;m;60-199;89111;GKV;6;139
2024-46;Saarland;Region West;01;m;60-199;89111;GKV;79;1825
2024-46;Saarland;Region West;03;f;0-29;2;PKV;1;33
2024-46;Saarland;Region West;03;f;0-29;89112;GKV;2;66
2024-46;Saarland;Region West;03;f;30-59;2;PKV;1;33
2024-46;Saarland;Region West;03;f;30-59;250;PKV;1;33
2024-46;Saarland;Region West;03;f;30-59;375;PKV;1;33
2024-46;Saarland;Region West;03;f;30-59;375;PKV;1;33
2024-46;Saarland;Region West;03;f;30-59;89111;GKV;1;33
2024-46;Saarland;Region West;03;f;30-59;89112;GKV;3;99
2024-46;Saarland;Region West;03;f;30-59;89112;GKV;15;496
2024-46;Saarland;Region West;03;f;60-199;375;GKV;1;33
2024-46;Saarland;Region West;03;f;60-199;375;PKV;3;99
2024-46;Saarland;Region West;03;f;60-199;89111;GKV;14;463
2024-46;Saarland;Region West;03;f;60-199;89111;GKV;44;1456
2024-46;Saarland;Region West;03;f;60-199;89112;GKV;1;33
2024-46;Saarland;Region West;03;m;0-29;89112;GKV;1;33
2024-46;Saarland;Region West;03;m;30-59;375;PKV;1;33
2024-46;Saarland;Region West;03;m;30-59;89112;GKV;1;33
2024-46;Saarland;Region West;03;m;30-59;89112;GKV;7;232
2024-46;Saarland;Region West;03;m;60-199;375;PKV;3;99
2024-46;Saarland;Region West;03;m;60-199;375;PKV;1;33
2024-46;Saarland;Region West;03;m;60-199;377;PKV;1;33
2024-46;Saarland;Region West;03;m;60-199;89111;GKV;16;530
2024-46;Saarland;Region West;03;m;60-199;89111;GKV;35;1158
2024-46;Saarland;Region West;03;m;60-199;89112;GKV;1;33
2024-46;Sachsen;Region Ost;01;f;0-29;375;PKV;1;112
2024-46;Sachsen;Region Ost;01;f;0-29;376;PKV;1;112
2024-46;Sachsen;Region Ost;01;f;0-29;89112;GKV;3;335
2024-46;Sachsen;Region Ost;01;f;30-59;250;PKV;1;112
2024-46;Sachsen;Region Ost;01;f;30-59;375;PKV;2;223
2024-46;Sachsen;Region Ost;01;f;30-59;89111;GKV;1;112
2024-46;Sachsen;Region Ost;01;f;30-59;89112;GKV;2;223
2024-46;Sachsen;Region Ost;01;f;30-59;89112;GKV;37;4127
2024-46;Sachsen;Region Ost;01;f;60-199;3597H1;PKV;1;112
2024-46;Sachsen;Region Ost;01;f;60-199;375;PKV;4;446
2024-46;Sachsen;Region Ost;01;f;60-199;375;PKV;1;112
2024-46;Sachsen;Region Ost;01;f;60-199;89111;GKV;8;892
2024-46;Sachsen;Region Ost;01;f;60-199;89111;GKV;189;21080
2024-46;Sachsen;Region Ost;01;m;0-29;89112;GKV;5;558
2024-46;Sachsen;Region Ost;01;m;30-59;375;PKV;2;223
2024-46;Sachsen;Region Ost;01;m;30-59;377;PKV;1;112
2024-46;Sachsen;Region Ost;01;m;30-59;377;PKV;1;112
2024-46;Sachsen;Region Ost;01;m;30-59;89111;GKV;2;223
2024-46;Sachsen;Region Ost;01;m;30-59;89112;GKV;1;112
2024-46;Sachsen;Region Ost;01;m;30-59;89112;GKV;36;4015
2024-46;Sachsen;Region Ost;01;m;60-199;250;PKV;1;112
2024-46;Sachsen;Region Ost;01;m;60-199;375;PKV;6;669
2024-46;Sachsen;Region Ost;01;m;60-199;375;PKV;2;223
2024-46;Sachsen;Region Ost;01;m;60-199;89111;GKV;4;446
2024-46;Sachsen;Region Ost;01;m;60-199;89111;GKV;136;15169
2024-46;Sachsen;Region Ost;01;m;60-199;89112;GKV;3;335
2024-46;Sachsen;Region Ost;03;f;0-29;89112;GKV;1;69
2024-46;Sachsen;Region Ost;03;f;30-59;2;PKV;1;69
2024-46;Sachsen;Region Ost;03;f;30-59;89111;GKV;1;69
2024-46;Sachsen;Region Ost;03;f;30-59;89112;GKV;1;69
2024-46;Sachsen;Region Ost;03;f;30-59;89112;GKV;9;623
2024-46;Sachsen;Region Ost;03;f;60-199;1;PKV;1;69
2024-46;Sachsen;Region Ost;03;f;60-199;1;PKV;2;138
2024-46;Sachsen;Region Ost;03;f;60-199;375;PKV;3;208
2024-46;Sachsen;Region Ost;03;f;60-199;89111;GKV;15;1039
2024-46;Sachsen;Region Ost;03;f;60-199;89111;GKV;134;9278
2024-46;Sachsen;Region Ost;03;f;60-199;89112;GKV;7;485
2024-46;Sachsen;Region Ost;03;m;30-59;375;PKV;3;208
2024-46;Sachsen;Region Ost;03;m;30-59;375;PKV;1;69
2024-46;Sachsen;Region Ost;03;m;30-59;89111;GKV;1;69
2024-46;Sachsen;Region Ost;03;m;30-59;89112;GKV;9;623
2024-46;Sachsen;Region Ost;03;m;60-199;250;PKV;1;69
2024-46;Sachsen;Region Ost;03;m;60-199;375;PKV;10;692
2024-46;Sachsen;Region Ost;03;m;60-199;89111;GKV;8;554
2024-46;Sachsen;Region Ost;03;m;60-199;89111;GKV;98;6785
2024-46;Sachsen;Region Ost;03;m;60-199;89112;GKV;3;208
2024-46;Sachsen-Anhalt;Region Ost;01;f;0-29;89112;GKV;1;45
2024-46;Sachsen-Anhalt;Region Ost;01;f;0-29;89112;GKV;5;224
2024-46;Sachsen-Anhalt;Region Ost;01;f;30-59;252;PKV;1;45
2024-46;Sachsen-Anhalt;Region Ost;01;f;30-59;375;PKV;2;90
2024-46;Sachsen-Anhalt;Region Ost;01;f;30-59;89112;GKV;3;135
2024-46;Sachsen-Anhalt;Region Ost;01;f;30-59;89112;GKV;33;1482
2024-46;Sachsen-Anhalt;Region Ost;01;f;60-199;375;PKV;1;45
2024-46;Sachsen-Anhalt;Region Ost;01;f;60-199;375;PKV;1;45
2024-46;Sachsen-Anhalt;Region Ost;01;f;60-199;70;PKV;1;45
2024-46;Sachsen-Anhalt;Region Ost;01;f;60-199;89111;GKV;18;808
2024-46;Sachsen-Anhalt;Region Ost;01;f;60-199;89111;GKV;241;10821
2024-46;Sachsen-Anhalt;Region Ost;01;f;60-199;89112;GKV;1;45
2024-46;Sachsen-Anhalt;Region Ost;01;m;0-29;2;PKV;1;45
2024-46;Sachsen-Anhalt;Region Ost;01;m;0-29;89111;GKV;1;45
2024-46;Sachsen-Anhalt;Region Ost;01;m;0-29;89112;GKV;8;359
2024-46;Sachsen-Anhalt;Region Ost;01;m;30-59;03230;GKV;1;45
2024-46;Sachsen-Anhalt;Region Ost;01;m;30-59;2;PKV;1;45
2024-46;Sachsen-Anhalt;Region Ost;01;m;30-59;252;PKV;1;45
2024-46;Sachsen-Anhalt;Region Ost;01;m;30-59;375;PKV;3;135
2024-46;Sachsen-Anhalt;Region Ost;01;m;30-59;89111;GKV;2;90
2024-46;Sachsen-Anhalt;Region Ost;01;m;30-59;89112;GKV;2;90
2024-46;Sachsen-Anhalt;Region Ost;01;m;30-59;89112;GKV;37;1661
2024-46;Sachsen-Anhalt;Region Ost;01;m;60-199;375;PKV;3;135
2024-46;Sachsen-Anhalt;Region Ost;01;m;60-199;375;PKV;2;90
2024-46;Sachsen-Anhalt;Region Ost;01;m;60-199;89111;GKV;11;494
2024-46;Sachsen-Anhalt;Region Ost;01;m;60-199;89111;GKV;163;7319
2024-46;Sachsen-Anhalt;Region Ost;01;m;60-199;89112;GKV;1;45
2024-46;Sachsen-Anhalt;Region Ost;03;f;30-59;375;PKV;1;50
2024-46;Sachsen-Anhalt;Region Ost;03;f;30-59;89112;GKV;10;498
2024-46;Sachsen-Anhalt;Region Ost;03;f;60-199;375;PKV;1;50
2024-46;Sachsen-Anhalt;Region Ost;03;f;60-199;89111;GKV;12;597
2024-46;Sachsen-Anhalt;Region Ost;03;f;60-199;89111;GKV;80;3982
2024-46;Sachsen-Anhalt;Region Ost;03;m;0-29;89112;GKV;1;50
2024-46;Sachsen-Anhalt;Region Ost;03;m;0-29;89112;GKV;2;100
2024-46;Sachsen-Anhalt;Region Ost;03;m;30-59;89112;GKV;2;100
2024-46;Sachsen-Anhalt;Region Ost;03;m;30-59;89112;GKV;12;597
2024-46;Sachsen-Anhalt;Region Ost;03;m;60-199;250;PKV;1;50
2024-46;Sachsen-Anhalt;Region Ost;03;m;60-199;89111;GKV;15;747
2024-46;Sachsen-Anhalt;Region Ost;03;m;60-199;89111;GKV;80;3982
2024-46;Schleswig-Holstein;Region Nord;01;f;0-29;89112;GKV;2;70
2024-46;Schleswig-Holstein;Region Nord;01;f;0-29;89112;GKV;7;246
2024-46;Schleswig-Holstein;Region Nord;01;f;30-59;1;PKV;1;35
2024-46;Schleswig-Holstein;Region Nord;01;f;30-59;375;PKV;4;141
2024-46;Schleswig-Holstein;Region Nord;01;f;30-59;377;PKV;1;35
2024-46;Schleswig-Holstein;Region Nord;01;f;30-59;657;PKV;1;35
2024-46;Schleswig-Holstein;Region Nord;01;f;30-59;89111;GKV;4;141
2024-46;Schleswig-Holstein;Region Nord;01;f;30-59;89112;GKV;25;880
2024-46;Schleswig-Holstein;Region Nord;01;f;30-59;89112;GKV;52;1830
2024-46;Schleswig-Holstein;Region Nord;01;f;60-199;1;PKV;1;35
2024-46;Schleswig-Holstein;Region Nord;01;f;60-199;2;PKV;2;70
2024-46;Schleswig-Holstein;Region Nord;01;f;60-199;2;PKV;1;35
2024-46;Schleswig-Holstein;Region Nord;01;f;60-199;2;PKV;1;35
2024-46;Schleswig-Holstein;Region Nord;01;f;60-199;375;GKV;1;35
2024-46;Schleswig-Holstein;Region Nord;01;f;60-199;375;PKV;9;317
2024-46;Schleswig-Holstein;Region Nord;01;f;60-199;375;PKV;1;35
2024-46;Schleswig-Holstein;Region Nord;01;f;60-199;375;PKV;1;35
2024-46;Schleswig-Holstein;Region Nord;01;f;60-199;377;PKV;7;246
2024-46;Schleswig-Holstein;Region Nord;01;f;60-199;7;PKV;1;35
2024-46;Schleswig-Holstein;Region Nord;01;f;60-199;89111;GKV;59;2077
2024-46;Schleswig-Holstein;Region Nord;01;f;60-199;89111;GKV;224;7885
2024-46;Schleswig-Holstein;Region Nord;01;f;60-199;89112;GKV;17;598
2024-46;Schleswig-Holstein;Region Nord;01;m;0-29;89112;GKV;2;70
2024-46;Schleswig-Holstein;Region Nord;01;m;0-29;89112;GKV;5;176
2024-46;Schleswig-Holstein;Region Nord;01;m;30-59;375;PKV;2;70
2024-46;Schleswig-Holstein;Region Nord;01;m;30-59;89111;GKV;1;35
2024-46;Schleswig-Holstein;Region Nord;01;m;30-59;89112;GKV;19;669
2024-46;Schleswig-Holstein;Region Nord;01;m;30-59;89112;GKV;32;1126
2024-46;Schleswig-Holstein;Region Nord;01;m;60-199;1;PKV;1;35
2024-46;Schleswig-Holstein;Region Nord;01;m;60-199;2;PKV;5;176
2024-46;Schleswig-Holstein;Region Nord;01;m;60-199;2;PKV;1;35
2024-46;Schleswig-Holstein;Region Nord;01;m;60-199;250;PKV;1;35
2024-46;Schleswig-Holstein;Region Nord;01;m;60-199;28;PKV;1;35
2024-46;Schleswig-Holstein;Region Nord;01;m;60-199;3530;PKV;1;35
2024-46;Schleswig-Holstein;Region Nord;01;m;60-199;375;PKV;14;493
2024-46;Schleswig-Holstein;Region Nord;01;m;60-199;375;PKV;2;70
2024-46;Schleswig-Holstein;Region Nord;01;m;60-199;375;PKV;4;141
2024-46;Schleswig-Holstein;Region Nord;01;m;60-199;377;PKV;7;246
2024-46;Schleswig-Holstein;Region Nord;01;m;60-199;5;PKV;1;35
2024-46;Schleswig-Holstein;Region Nord;01;m;60-199;7;PKV;2;70
2024-46;Schleswig-Holstein;Region Nord;01;m;60-199;89111;GKV;42;1478
2024-46;Schleswig-Holstein;Region Nord;01;m;60-199;89111;GKV;134;4717
2024-46;Schleswig-Holstein;Region Nord;01;m;60-199;89112;GKV;11;387
2024-46;Schleswig-Holstein;Region Nord;01;m;60-199;89112;GKV;1;35
2024-46;Schleswig-Holstein;Region Nord;01;u;60-199;375;GKV;1;35
2024-46;Schleswig-Holstein;Region Nord;02;f;30-59;89112;GKV;1;53
2024-46;Schleswig-Holstein;Region Nord;02;f;60-199;89111;GKV;2;106
2024-46;Schleswig-Holstein;Region Nord;03;f;0-29;89112;GKV;5;98
2024-46;Schleswig-Holstein;Region Nord;03;f;0-29;89112;GKV;10;196
2024-46;Schleswig-Holstein;Region Nord;03;f;30-59;1;PKV;1;20
2024-46;Schleswig-Holstein;Region Nord;03;f;30-59;2;PKV;1;20
2024-46;Schleswig-Holstein;Region Nord;03;f;30-59;375;PKV;3;59
2024-46;Schleswig-Holstein;Region Nord;03;f;30-59;375;PKV;1;20
2024-46;Schleswig-Holstein;Region Nord;03;f;30-59;375;PKV;1;20
2024-46;Schleswig-Holstein;Region Nord;03;f;30-59;5;PKV;1;20
2024-46;Schleswig-Holstein;Region Nord;03;f;30-59;89111;GKV;3;59
2024-46;Schleswig-Holstein;Region Nord;03;f;30-59;89112;GKV;20;392
2024-46;Schleswig-Holstein;Region Nord;03;f;30-59;89112;GKV;94;1845
2024-46;Schleswig-Holstein;Region Nord;03;f;30-59;89112Y;GKV;2;39
2024-46;Schleswig-Holstein;Region Nord;03;f;60-199;1;PKV;1;20
2024-46;Schleswig-Holstein;Region Nord;03;f;60-199;1;PKV;1;20
2024-46;Schleswig-Holstein;Region Nord;03;f;60-199;2;PKV;4;78
2024-46;Schleswig-Holstein;Region Nord;03;f;60-199;250;PKV;1;20
2024-46;Schleswig-Holstein;Region Nord;03;f;60-199;34;PKV;1;20
2024-46;Schleswig-Holstein;Region Nord;03;f;60-199;375;PKV;28;550
2024-46;Schleswig-Holstein;Region Nord;03;f;60-199;375;PKV;4;78
2024-46;Schleswig-Holstein;Region Nord;03;f;60-199;375;PKV;1;20
2024-46;Schleswig-Holstein;Region Nord;03;f;60-199;377;PKV;3;59
2024-46;Schleswig-Holstein;Region Nord;03;f;60-199;5;PKV;1;20
2024-46;Schleswig-Holstein;Region Nord;03;f;60-199;88345R;GKV;1;20
2024-46;Schleswig-Holstein;Region Nord;03;f;60-199;89111;GKV;76;1492
2024-46;Schleswig-Holstein;Region Nord;03;f;60-199;89111;GKV;385;7556
2024-46;Schleswig-Holstein;Region Nord;03;f;60-199;89112;GKV;18;353
2024-46;Schleswig-Holstein;Region Nord;03;f;60-199;89112;GKV;14;275
2024-46;Schleswig-Holstein;Region Nord;03;m;0-29;375;PKV;1;20
2024-46;Schleswig-Holstein;Region Nord;03;m;0-29;89112;GKV;2;39
2024-46;Schleswig-Holstein;Region Nord;03;m;0-29;89112;GKV;5;98
2024-46;Schleswig-Holstein;Region Nord;03;m;30-59;1;PKV;1;20
2024-46;Schleswig-Holstein;Region Nord;03;m;30-59;3557;PKV;1;20
2024-46;Schleswig-Holstein;Region Nord;03;m;30-59;375;PKV;6;118
2024-46;Schleswig-Holstein;Region Nord;03;m;30-59;89111;GKV;1;20
2024-46;Schleswig-Holstein;Region Nord;03;m;30-59;89112;GKV;14;275
2024-46;Schleswig-Holstein;Region Nord;03;m;30-59;89112;GKV;61;1197
2024-46;Schleswig-Holstein;Region Nord;03;m;60-199;1;PKV;5;98
2024-46;Schleswig-Holstein;Region Nord;03;m;60-199;2;PKV;2;39
2024-46;Schleswig-Holstein;Region Nord;03;m;60-199;2;PKV;1;20
2024-46;Schleswig-Holstein;Region Nord;03;m;60-199;252;PKV;1;20
2024-46;Schleswig-Holstein;Region Nord;03;m;60-199;3587H1;PKV;1;20
2024-46;Schleswig-Holstein;Region Nord;03;m;60-199;375;GKV;1;20
2024-46;Schleswig-Holstein;Region Nord;03;m;60-199;375;PKV;48;942
2024-46;Schleswig-Holstein;Region Nord;03;m;60-199;375;PKV;1;20
2024-46;Schleswig-Holstein;Region Nord;03;m;60-199;375;PKV;8;157
2024-46;Schleswig-Holstein;Region Nord;03;m;60-199;375;PKV;2;39
2024-46;Schleswig-Holstein;Region Nord;03;m;60-199;375;PKV;2;39
2024-46;Schleswig-Holstein;Region Nord;03;m;60-199;377;PKV;1;20
2024-46;Schleswig-Holstein;Region Nord;03;m;60-199;602;PKV;1;20
2024-46;Schleswig-Holstein;Region Nord;03;m;60-199;7;PKV;1;20
2024-46;Schleswig-Holstein;Region Nord;03;m;60-199;88345R;GKV;1;20
2024-46;Schleswig-Holstein;Region Nord;03;m;60-199;89111;GKV;65;1276
2024-46;Schleswig-Holstein;Region Nord;03;m;60-199;89111;GKV;265;5201
2024-46;Schleswig-Holstein;Region Nord;03;m;60-199;89112;GKV;7;137
2024-46;Schleswig-Holstein;Region Nord;03;m;60-199;89112;GKV;10;196
2024-46;Schleswig-Holstein;Region Nord;03;u;60-199;375;GKV;1;20
2024-46;Thüringen;Region Ost;01;f;0-29;375;PKV;2;50
2024-46;Thüringen;Region Ost;01;f;0-29;89112;GKV;2;50
2024-46;Thüringen;Region Ost;01;f;0-29;89112;GKV;11;274
2024-46;Thüringen;Region Ost;01;f;30-59;1;PKV;1;25
2024-46;Thüringen;Region Ost;01;f;30-59;2;PKV;1;25
2024-46;Thüringen;Region Ost;01;f;30-59;375;PKV;1;25
2024-46;Thüringen;Region Ost;01;f;30-59;375;PKV;1;25
2024-46;Thüringen;Region Ost;01;f;30-59;375;PKV;1;25
2024-46;Thüringen;Region Ost;01;f;30-59;375;PKV;1;25
2024-46;Thüringen;Region Ost;01;f;30-59;375;PKV;1;25
2024-46;Thüringen;Region Ost;01;f;30-59;89111;GKV;1;25
2024-46;Thüringen;Region Ost;01;f;30-59;89112;GKV;20;499
2024-46;Thüringen;Region Ost;01;f;30-59;89112;GKV;63;1572
2024-46;Thüringen;Region Ost;01;f;30-59;89112Y;GKV;1;25
2024-46;Thüringen;Region Ost;01;f;60-199;1;PKV;1;25
2024-46;Thüringen;Region Ost;01;f;60-199;2;PKV;1;25
2024-46;Thüringen;Region Ost;01;f;60-199;3;PKV;1;25
2024-46;Thüringen;Region Ost;01;f;60-199;375;PKV;6;150
2024-46;Thüringen;Region Ost;01;f;60-199;89111;GKV;85;2121
2024-46;Thüringen;Region Ost;01;f;60-199;89111;GKV;318;7935
2024-46;Thüringen;Region Ost;01;m;0-29;1;PKV;1;25
2024-46;Thüringen;Region Ost;01;m;0-29;375;PKV;1;25
2024-46;Thüringen;Region Ost;01;m;0-29;375;PKV;1;25
2024-46;Thüringen;Region Ost;01;m;0-29;89112;GKV;5;125
2024-46;Thüringen;Region Ost;01;m;0-29;89112;GKV;7;175
2024-46;Thüringen;Region Ost;01;m;30-59;375;PKV;3;75
2024-46;Thüringen;Region Ost;01;m;30-59;5;PKV;1;25
2024-46;Thüringen;Region Ost;01;m;30-59;605a;PKV;1;25
2024-46;Thüringen;Region Ost;01;m;30-59;89111;GKV;1;25
2024-46;Thüringen;Region Ost;01;m;30-59;89111;GKV;2;50
2024-46;Thüringen;Region Ost;01;m;30-59;89112;GKV;25;624
2024-46;Thüringen;Region Ost;01;m;30-59;89112;GKV;52;1298
2024-46;Thüringen;Region Ost;01;m;60-199;1;PKV;2;50
2024-46;Thüringen;Region Ost;01;m;60-199;1;PKV;1;25
2024-46;Thüringen;Region Ost;01;m;60-199;2;PKV;1;25
2024-46;Thüringen;Region Ost;01;m;60-199;375;PKV;5;125
2024-46;Thüringen;Region Ost;01;m;60-199;375;PKV;1;25
2024-46;Thüringen;Region Ost;01;m;60-199;89111;GKV;87;2171
2024-46;Thüringen;Region Ost;01;m;60-199;89111;GKV;243;6063
2024-46;Thüringen;Region Ost;02;f;60-199;89111;GKV;14;0
2024-46;Thüringen;Region Ost;02;m;30-59;89112;GKV;5;0
2024-46;Thüringen;Region Ost;02;m;60-199;89111;GKV;6;0
2024-46;Thüringen;Region Ost;03;f;0-29;89112;GKV;2;96
2024-46;Thüringen;Region Ost;03;f;0-29;89112;GKV;1;48
2024-46;Thüringen;Region Ost;03;f;30-59;89112;GKV;12;575
2024-46;Thüringen;Region Ost;03;f;30-59;89112;GKV;13;623
2024-46;Thüringen;Region Ost;03;f;60-199;29;PKV;1;48
2024-46;Thüringen;Region Ost;03;f;60-199;375;PKV;1;48
2024-46;Thüringen;Region Ost;03;f;60-199;89111;GKV;46;2204
2024-46;Thüringen;Region Ost;03;f;60-199;89111;GKV;116;5559
2024-46;Thüringen;Region Ost;03;m;0-29;89112;GKV;1;48
2024-46;Thüringen;Region Ost;03;m;30-59;375;PKV;1;48
2024-46;Thüringen;Region Ost;03;m;30-59;89111;GKV;1;48
2024-46;Thüringen;Region Ost;03;m;30-59;89112;GKV;11;527
2024-46;Thüringen;Region Ost;03;m;30-59;89112;GKV;17;815
2024-46;Thüringen;Region Ost;03;m;60-199;1;PKV;1;48
2024-46;Thüringen;Region Ost;03;m;60-199;3560;PKV;1;48
2024-46;Thüringen;Region Ost;03;m;60-199;375;PKV;4;192
2024-46;Thüringen;Region Ost;03;m;60-199;89111;GKV;52;2492
2024-46;Thüringen;Region Ost;03;m;60-199;89111;GKV;89;4265
2024-46;Thüringen;Region Ost;03;m;60-199;89112;GKV;1;48
2024-46;Thüringen;Region Ost;03;m;60-199;89112;GKV;1;48
2024-47;Baden-Württemberg;Region Süd;01;f;0-29;03221H;GKV;1;47
2024-47;Baden-Württemberg;Region Süd;01;f;0-29;375;PKV;1;47
2024-47;Baden-Württemberg;Region Süd;01;f;0-29;375;PKV;1;47
2024-47;Baden-Württemberg;Region Süd;01;f;0-29;376;PKV;1;47
2024-47;Baden-Württemberg;Region Süd;01;f;0-29;89112;GKV;1;47
