,Region,Altersgruppe,Inzidenz,Jahr,Woche,risk_groups,Fallzahl,Inzidenz_cumsum,Time,cumsum
5882,Baden-Württemberg,0-29,0.0025299999999999997,2024,14,Diabetes T1,295,0.2607,2024-04-01,0.2607
5930,Baden-Württemberg,0-29,0.00117,2024,15,Diabetes T1,136,0.26187,2024-04-08,0.26187
5975,Baden-Württemberg,0-29,0.00117,2024,16,Diabetes T1,136,0.26304,2024-04-15,0.26304
6022,Baden-Württemberg,0-29,0.00507,2024,17,Diabetes T1,590,0.26811,2024-04-22,0.26811
6068,Baden-Württemberg,0-29,0.00266,2024,18,Diabetes T1,309,0.27077,2024-04-29,0.27077
6114,Baden-Württemberg,0-29,0.00111,2024,19,Diabetes T1,129,0.27188,2024-05-06,0.00111
6161,Baden-Württemberg,0-29,0.0005600000000000001,2024,20,Diabetes T1,64,0.27244,2024-05-13,0.00167
6209,Baden-Württemberg,0-29,0.00049,2024,21,Diabetes T1,57,0.27293,2024-05-20,0.00216
6250,Baden-Württemberg,0-29,0.00037,2024,22,Diabetes T1,43,0.2733,2024-05-27,0.00253
6291,Baden-Württemberg,0-29,0.00043,2024,23,Diabetes T1,50,0.27373000000000003,2024-06-03,0.00296
6326,Baden-Württemberg,0-29,0.00019,2024,24,Diabetes T1,21,0.27392,2024-06-10,0.00315
6363,Baden-Württemberg,0-29,0.00043,2024,25,Diabetes T1,50,0.27435,2024-06-17,0.0035800000000000003
6400,Baden-Württemberg,0-29,6e-05,2024,26,Diabetes T1,7,0.27441,2024-06-24,0.00364
6438,Baden-Württemberg,0-29,0.00012,2024,27,Diabetes T1,14,0.27453,2024-07-01,0.0037600000000000003
6507,Baden-Württemberg,0-29,6e-05,2024,29,Diabetes T1,7,0.27459,2024-07-15,0.00382
6579,Baden-Württemberg,0-29,6e-05,2024,31,Diabetes T1,7,0.27465,2024-07-29,0.00388
6604,Baden-Württemberg,0-29,0.00012,2024,32,Diabetes T1,14,0.27477,2024-08-05,0.004
6636,Baden-Württemberg,0-29,6e-05,2024,33,Diabetes T1,7,0.27483,2024-08-12,0.00406
6674,Baden-Württemberg,0-29,0.00019,2024,34,Diabetes T1,21,0.27502,2024-08-19,0.00425
6706,Baden-Württemberg,0-29,0.00012,2024,35,Diabetes T1,14,0.27514,2024-08-26,0.00437
6741,Baden-Württemberg,0-29,6e-05,2024,36,Diabetes T1,7,0.2752,2024-09-02,0.00443
6778,Baden-Württemberg,0-29,0.00019,2024,37,Diabetes T1,21,0.27539,2024-09-09,0.00462
6810,Baden-Württemberg,0-29,0.00019,2024,38,Diabetes T1,21,0.27558,2024-09-16,0.00481
6845,Baden-Württemberg,0-29,0.00031,2024,39,Diabetes T1,36,0.27589,2024-09-23,0.00512
6885,Baden-Württemberg,0-29,0.00043,2024,40,Diabetes T1,50,0.27632,2024-09-30,0.00555
6922,Baden-Württemberg,0-29,0.00049,2024,41,Diabetes T1,57,0.27681,2024-10-07,0.00604
6963,Baden-Württemberg,0-29,0.00025,2024,42,Diabetes T1,28,0.27706000000000003,2024-10-14,0.0062900000000000005
7005,Baden-Württemberg,0-29,0.00025,2024,43,Diabetes T1,28,0.27731,2024-10-21,0.006540000000000001
7048,Baden-Württemberg,0-29,6e-05,2024,44,Diabetes T1,7,0.27737,2024-10-28,0.0066
7087,Baden-Württemberg,0-29,6e-05,2024,45,Diabetes T1,7,0.27743,2024-11-04,0.00666
7130,Baden-Württemberg,0-29,0.00031,2024,46,Diabetes T1,36,0.27774,2024-11-11,0.0069700000000000005
7173,Baden-Württemberg,0-29,0.00031,2024,47,Diabetes T1,36,0.27805,2024-11-18,0.00728
7218,Baden-Württemberg,0-29,0.00093,2024,48,Diabetes T1,108,0.27898,2024-11-25,0.00821
7265,Baden-Württemberg,0-29,0.00148,2024,49,Diabetes T1,172,0.28046,2024-12-02,0.00969
7313,Baden-Württemberg,0-29,0.00309,2024,50,Diabetes T1,360,0.28355,2024-12-09,0.01278
7360,Baden-Württemberg,0-29,0.00568,2024,51,Diabetes T1,662,0.28923,2024-12-16,0.01846
7407,Baden-Württemberg,0-29,0.00457,2024,52,Diabetes T1,532,0.2938,2024-12-23,0.023030000000000002
7455,Baden-Württemberg,0-29,0.00772,2025,1,Diabetes T1,900,0.30152,2024-12-30,0.03075
7503,Baden-Württemberg,0-29,0.01433,2025,2,Diabetes T1,1670,0.31585,2025-01-06,0.04508
7551,Baden-Württemberg,0-29,0.0249,2025,3,Diabetes T1,2901,0.34075,2025-01-13,0.06998
7599,Baden-Württemberg,0-29,0.04559,2025,4,Diabetes T1,5313,0.38634,2025-01-20,0.11557
7647,Baden-Württemberg,0-29,0.06473999999999999,2025,5,Diabetes T1,7545,0.45108,2025-01-27,0.18031
7695,Baden-Württemberg,0-29,0.06511,2025,6,Diabetes T1,7588,0.51619,2025-02-03,0.24542
7743,Baden-Württemberg,0-29,0.0653,2025,7,Diabetes T1,7610,0.58149,2025-02-10,0.31072
7791,Baden-Württemberg,0-29,0.05547,2025,8,Diabetes T1,6465,0.63696,2025-02-17,0.36619
7839,Baden-Württemberg,0-29,0.04238,2025,9,Diabetes T1,4939,0.6793399999999999,2025-02-24,0.40857
7887,Baden-Württemberg,0-29,0.00964,2024,1,Diabetes T2,1123,0.00964,2024-01-01,0.00964
7935,Baden-Württemberg,0-29,0.01069,2024,2,Diabetes T2,1245,0.02033,2024-01-08,0.02033
7983,Baden-Württemberg,0-29,0.02613,2024,3,Diabetes T2,3045,0.04646,2024-01-15,0.04646
8031,Baden-Württemberg,0-29,0.04003,2024,4,Diabetes T2,4665,0.08649000000000001,2024-01-22,0.08649000000000001
8079,Baden-Württemberg,0-29,0.04293,2024,5,Diabetes T2,5004,0.12942,2024-01-29,0.12942
8127,Baden-Württemberg,0-29,0.04022,2024,6,Diabetes T2,4687,0.16964,2024-02-05,0.16964
8175,Baden-Württemberg,0-29,0.02718,2024,7,Diabetes T2,3168,0.19682,2024-02-12,0.19682
8223,Baden-Württemberg,0-29,0.02082,2024,8,Diabetes T2,2426,0.21764,2024-02-19,0.21764
8271,Baden-Württemberg,0-29,0.01149,2024,9,Diabetes T2,1339,0.22913,2024-02-26,0.22913
8319,Baden-Württemberg,0-29,0.00939,2024,10,Diabetes T2,1094,0.23852,2024-03-04,0.23852
8367,Baden-Württemberg,0-29,0.0076,2024,11,Diabetes T2,885,0.24612,2024-03-11,0.24612
8415,Baden-Württemberg,0-29,0.00729,2024,12,Diabetes T2,849,0.25341,2024-03-18,0.25341
8463,Baden-Württemberg,0-29,0.00476,2024,13,Diabetes T2,554,0.25817,2024-03-25,0.25817
8511,Baden-Württemberg,0-29,0.0025299999999999997,2024,14,Diabetes T2,295,0.2607,2024-04-01,0.2607
8559,Baden-Württemberg,0-29,0.00117,2024,15,Diabetes T2,136,0.26187,2024-04-08,0.26187
8604,Baden-Württemberg,0-29,0.00117,2024,16,Diabetes T2,136,0.26304,2024-04-15,0.26304
8651,Baden-Württemberg,0-29,0.00507,2024,17,Diabetes T2,590,0.26811,2024-04-22,0.26811
8697,Baden-Württemberg,0-29,0.00266,2024,18,Diabetes T2,309,0.27077,2024-04-29,0.27077
8743,Baden-Württemberg,0-29,0.00111,2024,19,Diabetes T2,129,0.27188,2024-05-06,0.00111
8790,Baden-Württemberg,0-29,0.0005600000000000001,2024,20,Diabetes T2,64,0.27244,2024-05-13,0.00167
8838,Baden-Württemberg,0-29,0.00049,2024,21,Diabetes T2,57,0.27293,2024-05-20,0.00216
8879,Baden-Württemberg,0-29,0.00037,2024,22,Diabetes T2,43,0.2733,2024-05-27,0.00253
8920,Baden-Württemberg,0-29,0.00043,2024,23,Diabetes T2,50,0.27373000000000003,2024-06-03,0.00296
8955,Baden-Württemberg,0-29,0.00019,2024,24,Diabetes T2,21,0.27392,2024-06-10,0.00315
8992,Baden-Württemberg,0-29,0.00043,2024,25,Diabetes T2,50,0.27435,2024-06-17,0.0035800000000000003
9029,Baden-Württemberg,0-29,6e-05,2024,26,Diabetes T2,7,0.27441,2024-06-24,0.00364
9067,Baden-Württemberg,0-29,0.00012,2024,27,Diabetes T2,14,0.27453,2024-07-01,0.0037600000000000003
9136,Baden-Württemberg,0-29,6e-05,2024,29,Diabetes T2,7,0.27459,2024-07-15,0.00382
9208,Baden-Württemberg,0-29,6e-05,2024,31,Diabetes T2,7,0.27465,2024-07-29,0.00388
9233,Baden-Württemberg,0-29,0.00012,2024,32,Diabetes T2,14,0.27477,2024-08-05,0.004
9265,Baden-Württemberg,0-29,6e-05,2024,33,Diabetes T2,7,0.27483,2024-08-12,0.00406
9303,Baden-Württemberg,0-29,0.00019,2024,34,Diabetes T2,21,0.27502,2024-08-19,0.00425
9335,Baden-Württemberg,0-29,0.00012,2024,35,Diabetes T2,14,0.27514,2024-08-26,0.00437
9370,Baden-Württemberg,0-29,6e-05,2024,36,Diabetes T2,7,0.2752,2024-09-02,0.00443
9407,Baden-Württemberg,0-29,0.00019,2024,37,Diabetes T2,21,0.27539,2024-09-09,0.00462
9439,Baden-Württemberg,0-29,0.00019,2024,38,Diabetes T2,21,0.27558,2024-09-16,0.00481
9474,Baden-Württemberg,0-29,0.00031,2024,39,Diabetes T2,36,0.27589,2024-09-23,0.00512
9514,Baden-Württemberg,0-29,0.00043,2024,40,Diabetes T2,50,0.27632,2024-09-30,0.00555
9551,Baden-Württemberg,0-29,0.00049,2024,41,Diabetes T2,57,0.27681,2024-10-07,0.00604
9592,Baden-Württemberg,0-29,0.00025,2024,42,Diabetes T2,28,0.27706000000000003,2024-10-14,0.0062900000000000005
9634,Baden-Württemberg,0-29,0.00025,2024,43,Diabetes T2,28,0.27731,2024-10-21,0.006540000000000001
9677,Baden-Württemberg,0-29,6e-05,2024,44,Diabetes T2,7,0.27737,2024-10-28,0.0066
9716,Baden-Württemberg,0-29,6e-05,2024,45,Diabetes T2,7,0.27743,2024-11-04,0.00666
9759,Baden-Württemberg,0-29,0.00031,2024,46,Diabetes T2,36,0.27774,2024-11-11,0.0069700000000000005
9802,Baden-Württemberg,0-29,0.00031,2024,47,Diabetes T2,36,0.27805,2024-11-18,0.00728
9847,Baden-Württemberg,0-29,0.00093,2024,48,Diabetes T2,108,0.27898,2024-11-25,0.00821
9894,Baden-Württemberg,0-29,0.00148,2024,49,Diabetes T2,172,0.28046,2024-12-02,0.00969
9942,Baden-Württemberg,0-29,0.00309,2024,50,Diabetes T2,360,0.28355,2024-12-09,0.01278
9989,Baden-Württemberg,0-29,0.00568,2024,51,Diabetes T2,662,0.28923,2024-12-16,0.01846
10036,Baden-Württemberg,0-29,0.00457,2024,52,Diabetes T2,532,0.2938,2024-12-23,0.023030000000000002
10084,Baden-Württemberg,0-29,0.00772,2025,1,Diabetes T2,900,0.30152,2024-12-30,0.03075
10132,Baden-Württemberg,0-29,0.01433,2025,2,Diabetes T2,1670,0.31585,2025-01-06,0.04508
10180,Baden-Württemberg,0-29,0.0249,2025,3,Diabetes T2,2901,0.34075,2025-01-13,0.06998
10228,Baden-Württemberg,0-29,0.04559,2025,4,Diabetes T2,5313,0.38634,2025-01-20,0.11557
10276,Baden-Württemberg,0-29,0.06473999999999999,2025,5,Diabetes T2,7545,0.45108,2025-01-27,0.18031
10324,Baden-Württemberg,0-29,0.06511,2025,6,Diabetes T2,7588,0.51619,2025-02-03,0.24542
10372,Baden-Württemberg,0-29,0.0653,2025,7,Diabetes T2,7610,0.58149,2025-02-10,0.31072
10420,Baden-Württemberg,0-29,0.05547,2025,8,Diabetes T2,6465,0.63696,2025-02-17,0.36619
10468,Baden-Württemberg,0-29,0.04238,2025,9,Diabetes T2,4939,0.6793399999999999,2025-02-24,0.40857
15774,Baden-Württemberg,0-29,0.00964,2024,1,Hypertonie,4960,0.00964,2024-01-01,0.00964
15822,Baden-Württemberg,0-29,0.01069,2024,2,Hypertonie,5501,0.02033,2024-01-08,0.02033
15870,Baden-Württemberg,0-29,0.02613,2024,3,Hypertonie,13451,0.04646,2024-01-15,0.04646
15918,Baden-Württemberg,0-29,0.04003,2024,4,Hypertonie,20606,0.08649000000000001,2024-01-22,0.08649000000000001
15966,Baden-Württemberg,0-29,0.04293,2024,5,Hypertonie,22101,0.12942,2024-01-29,0.12942
16014,Baden-Württemberg,0-29,0.04022,2024,6,Hypertonie,20701,0.16964,2024-02-05,0.16964
16062,Baden-Württemberg,0-29,0.02718,2024,7,Hypertonie,13992,0.19682,2024-02-12,0.19682
16110,Baden-Württemberg,0-29,0.02082,2024,8,Hypertonie,10716,0.21764,2024-02-19,0.21764
16158,Baden-Württemberg,0-29,0.01149,2024,9,Hypertonie,5914,0.22913,2024-02-26,0.22913
16206,Baden-Württemberg,0-29,0.00939,2024,10,Hypertonie,4833,0.23852,2024-03-04,0.23852
16254,Baden-Württemberg,0-29,0.0076,2024,11,Hypertonie,3911,0.24612,2024-03-11,0.24612
16302,Baden-Württemberg,0-29,0.00729,2024,12,Hypertonie,3752,0.25341,2024-03-18,0.25341
16350,Baden-Württemberg,0-29,0.00476,2024,13,Hypertonie,2448,0.25817,2024-03-25,0.25817
16398,Baden-Württemberg,0-29,0.0025299999999999997,2024,14,Hypertonie,1303,0.2607,2024-04-01,0.2607
16446,Baden-Württemberg,0-29,0.00117,2024,15,Hypertonie,604,0.26187,2024-04-08,0.26187
16491,Baden-Württemberg,0-29,0.00117,2024,16,Hypertonie,604,0.26304,2024-04-15,0.26304
16538,Baden-Württemberg,0-29,0.00507,2024,17,Hypertonie,2607,0.26811,2024-04-22,0.26811
16584,Baden-Württemberg,0-29,0.00266,2024,18,Hypertonie,1367,0.27077,2024-04-29,0.27077
16630,Baden-Württemberg,0-29,0.00111,2024,19,Hypertonie,572,0.27188,2024-05-06,0.00111
16677,Baden-Württemberg,0-29,0.0005600000000000001,2024,20,Hypertonie,286,0.27244,2024-05-13,0.00167
16725,Baden-Württemberg,0-29,0.00049,2024,21,Hypertonie,254,0.27293,2024-05-20,0.00216
16766,Baden-Württemberg,0-29,0.00037,2024,22,Hypertonie,190,0.2733,2024-05-27,0.00253
16807,Baden-Württemberg,0-29,0.00043,2024,23,Hypertonie,222,0.27373000000000003,2024-06-03,0.00296
16842,Baden-Württemberg,0-29,0.00019,2024,24,Hypertonie,95,0.27392,2024-06-10,0.00315
16879,Baden-Württemberg,0-29,0.00043,2024,25,Hypertonie,222,0.27435,2024-06-17,0.0035800000000000003
16916,Baden-Württemberg,0-29,6e-05,2024,26,Hypertonie,31,0.27441,2024-06-24,0.00364
16954,Baden-Württemberg,0-29,0.00012,2024,27,Hypertonie,63,0.27453,2024-07-01,0.0037600000000000003
17023,Baden-Württemberg,0-29,6e-05,2024,29,Hypertonie,31,0.27459,2024-07-15,0.00382
17095,Baden-Württemberg,0-29,6e-05,2024,31,Hypertonie,31,0.27465,2024-07-29,0.00388
17120,Baden-Württemberg,0-29,0.00012,2024,32,Hypertonie,63,0.27477,2024-08-05,0.004
17152,Baden-Württemberg,0-29,6e-05,2024,33,Hypertonie,31,0.27483,2024-08-12,0.00406
17190,Baden-Württemberg,0-29,0.00019,2024,34,Hypertonie,95,0.27502,2024-08-19,0.00425
17222,Baden-Württemberg,0-29,0.00012,2024,35,Hypertonie,63,0.27514,2024-08-26,0.00437
17257,Baden-Württemberg,0-29,6e-05,2024,36,Hypertonie,31,0.2752,2024-09-02,0.00443
17294,Baden-Württemberg,0-29,0.00019,2024,37,Hypertonie,95,0.27539,2024-09-09,0.00462
17326,Baden-Württemberg,0-29,0.00019,2024,38,Hypertonie,95,0.27558,2024-09-16,0.00481
17361,Baden-Württemberg,0-29,0.00031,2024,39,Hypertonie,159,0.27589,2024-09-23,0.00512
17401,Baden-Württemberg,0-29,0.00043,2024,40,Hypertonie,222,0.27632,2024-09-30,0.00555
17438,Baden-Württemberg,0-29,0.00049,2024,41,Hypertonie,254,0.27681,2024-10-07,0.00604
17479,Baden-Württemberg,0-29,0.00025,2024,42,Hypertonie,127,0.27706000000000003,2024-10-14,0.0062900000000000005
17521,Baden-Württemberg,0-29,0.00025,2024,43,Hypertonie,127,0.27731,2024-10-21,0.006540000000000001
17564,Baden-Württemberg,0-29,6e-05,2024,44,Hypertonie,31,0.27737,2024-10-28,0.0066
17603,Baden-Württemberg,0-29,6e-05,2024,45,Hypertonie,31,0.27743,2024-11-04,0.00666
17646,Baden-Württemberg,0-29,0.00031,2024,46,Hypertonie,159,0.27774,2024-11-11,0.0069700000000000005
17689,Baden-Württemberg,0-29,0.00031,2024,47,Hypertonie,159,0.27805,2024-11-18,0.00728
17734,Baden-Württemberg,0-29,0.00093,2024,48,Hypertonie,477,0.27898,2024-11-25,0.00821
17781,Baden-Württemberg,0-29,0.00148,2024,49,Hypertonie,763,0.28046,2024-12-02,0.00969
17829,Baden-Württemberg,0-29,0.00309,2024,50,Hypertonie,1590,0.28355,2024-12-09,0.01278
17876,Baden-Württemberg,0-29,0.00568,2024,51,Hypertonie,2925,0.28923,2024-12-16,0.01846
17923,Baden-Württemberg,0-29,0.00457,2024,52,Hypertonie,2353,0.2938,2024-12-23,0.023030000000000002
17971,Baden-Württemberg,0-29,0.00772,2025,1,Hypertonie,3975,0.30152,2024-12-30,0.03075
18019,Baden-Württemberg,0-29,0.01433,2025,2,Hypertonie,7377,0.31585,2025-01-06,0.04508
18067,Baden-Württemberg,0-29,0.0249,2025,3,Hypertonie,12815,0.34075,2025-01-13,0.06998
18115,Baden-Württemberg,0-29,0.04559,2025,4,Hypertonie,23468,0.38634,2025-01-20,0.11557
18163,Baden-Württemberg,0-29,0.06473999999999999,2025,5,Hypertonie,33326,0.45108,2025-01-27,0.18031
18211,Baden-Württemberg,0-29,0.06511,2025,6,Hypertonie,33517,0.51619,2025-02-03,0.24542
18259,Baden-Württemberg,0-29,0.0653,2025,7,Hypertonie,33612,0.58149,2025-02-10,0.31072
18307,Baden-Württemberg,0-29,0.05547,2025,8,Hypertonie,28556,0.63696,2025-02-17,0.36619
18355,Baden-Württemberg,0-29,0.04238,2025,9,Hypertonie,21814,0.6793399999999999,2025-02-24,0.40857
18403,Baden-Württemberg,0-29,0.00964,2024,1,keine,4461,0.00964,2024-01-01,0.00964
18451,Baden-Württemberg,0-29,0.01069,2024,2,keine,4947,0.02033,2024-01-08,0.02033
18499,Baden-Württemberg,0-29,0.02613,2024,3,keine,12097,0.04646,2024-01-15,0.04646
18547,Baden-Württemberg,0-29,0.04003,2024,4,keine,18532,0.08649000000000001,2024-01-22,0.08649000000000001
18595,Baden-Württemberg,0-29,0.04293,2024,5,keine,19877,0.12942,2024-01-29,0.12942
18643,Baden-Württemberg,0-29,0.04022,2024,6,keine,18618,0.16964,2024-02-05,0.16964
18691,Baden-Württemberg,0-29,0.02718,2024,7,keine,12584,0.19682,2024-02-12,0.19682
18739,Baden-Württemberg,0-29,0.02082,2024,8,keine,9638,0.21764,2024-02-19,0.21764
18787,Baden-Württemberg,0-29,0.01149,2024,9,keine,5319,0.22913,2024-02-26,0.22913
18835,Baden-Württemberg,0-29,0.00939,2024,10,keine,4347,0.23852,2024-03-04,0.23852
18883,Baden-Württemberg,0-29,0.0076,2024,11,keine,3517,0.24612,2024-03-11,0.24612
18931,Baden-Württemberg,0-29,0.00729,2024,12,keine,3374,0.25341,2024-03-18,0.25341
18979,Baden-Württemberg,0-29,0.00476,2024,13,keine,2202,0.25817,2024-03-25,0.25817
19027,Baden-Württemberg,0-29,0.0025299999999999997,2024,14,keine,1172,0.2607,2024-04-01,0.2607
19075,Baden-Württemberg,0-29,0.00117,2024,15,keine,543,0.26187,2024-04-08,0.26187
19120,Baden-Württemberg,0-29,0.00117,2024,16,keine,543,0.26304,2024-04-15,0.26304
19167,Baden-Württemberg,0-29,0.00507,2024,17,keine,2345,0.26811,2024-04-22,0.26811
19213,Baden-Württemberg,0-29,0.00266,2024,18,keine,1229,0.27077,2024-04-29,0.27077
19259,Baden-Württemberg,0-29,0.00111,2024,19,keine,514,0.27188,2024-05-06,0.00111
19306,Baden-Württemberg,0-29,0.0005600000000000001,2024,20,keine,257,0.27244,2024-05-13,0.00167
19354,Baden-Württemberg,0-29,0.00049,2024,21,keine,228,0.27293,2024-05-20,0.00216
19395,Baden-Württemberg,0-29,0.00037,2024,22,keine,171,0.2733,2024-05-27,0.00253
19436,Baden-Württemberg,0-29,0.00043,2024,23,keine,200,0.27373000000000003,2024-06-03,0.00296
19471,Baden-Württemberg,0-29,0.00019,2024,24,keine,85,0.27392,2024-06-10,0.00315
19508,Baden-Württemberg,0-29,0.00043,2024,25,keine,200,0.27435,2024-06-17,0.0035800000000000003
19545,Baden-Württemberg,0-29,6e-05,2024,26,keine,28,0.27441,2024-06-24,0.00364
19583,Baden-Württemberg,0-29,0.00012,2024,27,keine,57,0.27453,2024-07-01,0.0037600000000000003
19652,Baden-Württemberg,0-29,6e-05,2024,29,keine,28,0.27459,2024-07-15,0.00382
19724,Baden-Württemberg,0-29,6e-05,2024,31,keine,28,0.27465,2024-07-29,0.00388
19749,Baden-Württemberg,0-29,0.00012,2024,32,keine,57,0.27477,2024-08-05,0.004
19781,Baden-Württemberg,0-29,6e-05,2024,33,keine,28,0.27483,2024-08-12,0.00406
19819,Baden-Württemberg,0-29,0.00019,2024,34,keine,85,0.27502,2024-08-19,0.00425
19851,Baden-Württemberg,0-29,0.00012,2024,35,keine,57,0.27514,2024-08-26,0.00437
19886,Baden-Württemberg,0-29,6e-05,2024,36,keine,28,0.2752,2024-09-02,0.00443
19923,Baden-Württemberg,0-29,0.00019,2024,37,keine,85,0.27539,2024-09-09,0.00462
19955,Baden-Württemberg,0-29,0.00019,2024,38,keine,85,0.27558,2024-09-16,0.00481
19990,Baden-Württemberg,0-29,0.00031,2024,39,keine,143,0.27589,2024-09-23,0.00512
20030,Baden-Württemberg,0-29,0.00043,2024,40,keine,200,0.27632,2024-09-30,0.00555
20067,Baden-Württemberg,0-29,0.00049,2024,41,keine,228,0.27681,2024-10-07,0.00604
20108,Baden-Württemberg,0-29,0.00025,2024,42,keine,114,0.27706000000000003,2024-10-14,0.0062900000000000005
20150,Baden-Württemberg,0-29,0.00025,2024,43,keine,114,0.27731,2024-10-21,0.006540000000000001
20193,Baden-Württemberg,0-29,6e-05,2024,44,keine,28,0.27737,2024-10-28,0.0066
20232,Baden-Württemberg,0-29,6e-05,2024,45,keine,28,0.27743,2024-11-04,0.00666
20275,Baden-Württemberg,0-29,0.00031,2024,46,keine,143,0.27774,2024-11-11,0.0069700000000000005
20318,Baden-Württemberg,0-29,0.00031,2024,47,keine,143,0.27805,2024-11-18,0.00728
20363,Baden-Württemberg,0-29,0.00093,2024,48,keine,429,0.27898,2024-11-25,0.00821
20410,Baden-Württemberg,0-29,0.00148,2024,49,keine,686,0.28046,2024-12-02,0.00969
20458,Baden-Württemberg,0-29,0.00309,2024,50,keine,1430,0.28355,2024-12-09,0.01278
20505,Baden-Württemberg,0-29,0.00568,2024,51,keine,2631,0.28923,2024-12-16,0.01846
20552,Baden-Württemberg,0-29,0.00457,2024,52,keine,2116,0.2938,2024-12-23,0.023030000000000002
20600,Baden-Württemberg,0-29,0.00772,2025,1,keine,3575,0.30152,2024-12-30,0.03075
20648,Baden-Württemberg,0-29,0.01433,2025,2,keine,6635,0.31585,2025-01-06,0.04508
20696,Baden-Württemberg,0-29,0.0249,2025,3,keine,11525,0.34075,2025-01-13,0.06998
20744,Baden-Württemberg,0-29,0.04559,2025,4,keine,21106,0.38634,2025-01-20,0.11557
20792,Baden-Württemberg,0-29,0.06473999999999999,2025,5,keine,29972,0.45108,2025-01-27,0.18031
20840,Baden-Württemberg,0-29,0.06511,2025,6,keine,30144,0.51619,2025-02-03,0.24542
20888,Baden-Württemberg,0-29,0.0653,2025,7,keine,30230,0.58149,2025-02-10,0.31072
20936,Baden-Württemberg,0-29,0.05547,2025,8,keine,25682,0.63696,2025-02-17,0.36619
20984,Baden-Württemberg,0-29,0.04238,2025,9,keine,19619,0.6793399999999999,2025-02-24,0.40857
10517,Baden-Württemberg,30-59,0.0046500000000000005,2024,1,Asthma,1836,0.0046500000000000005,2024-01-01,0.0046500000000000005
10565,Baden-Württemberg,30-59,0.00599,2024,2,Asthma,2366,0.01064,2024-01-08,0.01064
10613,Baden-Württemberg,30-59,0.012,2024,3,Asthma,4739,0.02264,2024-01-15,0.02264
10661,Baden-Württemberg,30-59,0.02435,2024,4,Asthma,9619,0.046990000000000004,2024-01-22,0.046990000000000004
10709,Baden-Württemberg,30-59,0.02956,2024,5,Asthma,11675,0.07655,2024-01-29,0.07655
10757,Baden-Württemberg,30-59,0.0282,2024,6,Asthma,11138,0.10475,2024-02-05,0.10475
10805,Baden-Württemberg,30-59,0.02028,2024,7,Asthma,8009,0.12503,2024-02-12,0.12503
10853,Baden-Württemberg,30-59,0.01728,2024,8,Asthma,6825,0.14231,2024-02-19,0.14231
10901,Baden-Württemberg,30-59,0.00786,2024,9,Asthma,3104,0.15017,2024-02-26,0.15017
10949,Baden-Württemberg,30-59,0.00567,2024,10,Asthma,2238,0.15584,2024-03-04,0.15584
10997,Baden-Württemberg,30-59,0.00338,2024,11,Asthma,1335,0.15922,2024-03-11,0.15922
11045,Baden-Württemberg,30-59,0.00301,2024,12,Asthma,1189,0.16223,2024-03-18,0.16223
11093,Baden-Württemberg,30-59,0.00139,2024,13,Asthma,549,0.16362,2024-03-25,0.16362
11141,Baden-Württemberg,30-59,0.00117,2024,14,Asthma,463,0.16479,2024-04-01,0.16479
11189,Baden-Württemberg,30-59,0.00096,2024,15,Asthma,378,0.16575,2024-04-08,0.16575
11234,Baden-Württemberg,30-59,0.00048,2024,16,Asthma,189,0.16623,2024-04-15,0.16623
11281,Baden-Württemberg,30-59,0.00096,2024,17,Asthma,378,0.16719,2024-04-22,0.16719
11327,Baden-Württemberg,30-59,0.00077,2024,18,Asthma,305,0.16796,2024-04-29,0.16796
11373,Baden-Württemberg,30-59,0.00046,2024,19,Asthma,183,0.16842,2024-05-06,0.00046
