,week,kvregion,region,specialization,gender,age_group,insurancecode,insurancetype,risk_groups,absolute,extrapolated
14505,2024-43,Nordrhein-Westfalen,Region West,3,f,60-199,89111,GKV,Hypertonie,22,841
14506,2024-43,Nordrhein-Westfalen,Region West,3,f,60-199,89111,GKV,,1156,44169
14507,2024-43,Nordrhein-Westfalen,Region West,3,f,60-199,89111,GKV,Asthma,26,993
14508,2024-43,Nordrhein-Westfalen,Region West,3,f,60-199,89111,GKV,COPD,20,764
14509,2024-43,Nordrhein-Westfalen,Region West,3,f,60-199,89111,GKV,Chronische Herzkreislauf,18,688
14510,2024-43,Nordrhein-Westfalen,Region West,3,f,60-199,89111,GKV,Chronische Leberkrankheit,24,917
14511,2024-43,Nordrhein-Westfalen,Region West,3,f,60-199,89111,GKV,Diabetes T1,2,76
14512,2024-43,Nordrhein-Westfalen,Region West,3,f,60-199,89111,GKV,Diabetes T2,44,1681
14513,2024-43,Nordrhein-Westfalen,Region West,3,f,60-199,89111,GKV,Hypertonie,146,5578
14514,2024-43,Nordrhein-Westfalen,Region West,3,f,60-199,89112,GKV,,12,458
14515,2024-43,Nordrhein-Westfalen,Region West,3,f,60-199,89112,GKV,,10,382
14516,2024-43,Nordrhein-Westfalen,Region West,3,f,60-199,89112,GKV,Hypertonie,1,38
14517,2024-43,Nordrhein-Westfalen,Region West,3,m,0-29,375,PKV,,4,153
14518,2024-43,Nordrhein-Westfalen,Region West,3,m,0-29,89111,GKV,,1,38
14519,2024-43,Nordrhein-Westfalen,Region West,3,m,0-29,89112,GKV,,7,267
14520,2024-43,Nordrhein-Westfalen,Region West,3,m,0-29,89112,GKV,,16,611
14521,2024-43,Nordrhein-Westfalen,Region West,3,m,0-29,89112,GKV,Diabetes T1,1,38
14522,2024-43,Nordrhein-Westfalen,Region West,3,m,0-29,89112T,GKV,,1,38
14523,2024-43,Nordrhein-Westfalen,Region West,3,m,0-29,89112Y,GKV,,1,38
14524,2024-43,Nordrhein-Westfalen,Region West,3,m,30-59,03004,GKV,,1,38
14525,2024-43,Nordrhein-Westfalen,Region West,3,m,30-59,1,PKV,,1,38
14527,2024-43,Nordrhein-Westfalen,Region West,3,m,30-59,2,PKV,,1,38
14529,2024-43,Nordrhein-Westfalen,Region West,3,m,30-59,250,PKV,,1,38
14530,2024-43,Nordrhein-Westfalen,Region West,3,m,30-59,3550,PKV,,1,38
14531,2024-43,Nordrhein-Westfalen,Region West,3,m,30-59,3575,PKV,,1,38
14532,2024-43,Nordrhein-Westfalen,Region West,3,m,30-59,375,PKV,,23,879
14533,2024-43,Nordrhein-Westfalen,Region West,3,m,30-59,375,PKV,,2,76
14535,2024-43,Nordrhein-Westfalen,Region West,3,m,30-59,377,PKV,,4,153
14536,2024-43,Nordrhein-Westfalen,Region West,3,m,30-59,5,PKV,,1,38
14537,2024-43,Nordrhein-Westfalen,Region West,3,m,30-59,5,PKV,,2,76
14538,2024-43,Nordrhein-Westfalen,Region West,3,m,30-59,602,PKV,,1,38
14539,2024-43,Nordrhein-Westfalen,Region West,3,m,30-59,605a,PKV,,1,38
14540,2024-43,Nordrhein-Westfalen,Region West,3,m,30-59,89111,GKV,,10,382
14541,2024-43,Nordrhein-Westfalen,Region West,3,m,30-59,89111,GKV,Diabetes T2,1,38
14542,2024-43,Nordrhein-Westfalen,Region West,3,m,30-59,89111,GKV,Hypertonie,1,38
14543,2024-43,Nordrhein-Westfalen,Region West,3,m,30-59,89111,GKV,,12,458
14544,2024-43,Nordrhein-Westfalen,Region West,3,m,30-59,89112,GKV,,90,3439
14545,2024-43,Nordrhein-Westfalen,Region West,3,m,30-59,89112,GKV,Chronische Herzkreislauf,2,76
14546,2024-43,Nordrhein-Westfalen,Region West,3,m,30-59,89112,GKV,Chronische Leberkrankheit,3,115
14547,2024-43,Nordrhein-Westfalen,Region West,3,m,30-59,89112,GKV,Diabetes T2,2,76
14548,2024-43,Nordrhein-Westfalen,Region West,3,m,30-59,89112,GKV,Hypertonie,4,153
14549,2024-43,Nordrhein-Westfalen,Region West,3,m,30-59,89112,GKV,,184,7030
14550,2024-43,Nordrhein-Westfalen,Region West,3,m,30-59,89112,GKV,Asthma,4,153
14551,2024-43,Nordrhein-Westfalen,Region West,3,m,30-59,89112,GKV,COPD,3,115
14553,2024-43,Nordrhein-Westfalen,Region West,3,m,30-59,89112,GKV,Chronische Leberkrankheit,4,153
14554,2024-43,Nordrhein-Westfalen,Region West,3,m,30-59,89112,GKV,Diabetes T1,3,115
14555,2024-43,Nordrhein-Westfalen,Region West,3,m,30-59,89112,GKV,Diabetes T2,10,382
14556,2024-43,Nordrhein-Westfalen,Region West,3,m,30-59,89112,GKV,Hypertonie,14,535
14557,2024-43,Nordrhein-Westfalen,Region West,3,m,30-59,89112,GKV,,1,38
14558,2024-43,Nordrhein-Westfalen,Region West,3,m,30-59,89112T,GKV,,3,115
14559,2024-43,Nordrhein-Westfalen,Region West,3,m,30-59,89112T,GKV,,1,38
14560,2024-43,Nordrhein-Westfalen,Region West,3,m,30-59,89112Y,GKV,,1,38
14561,2024-43,Nordrhein-Westfalen,Region West,3,m,30-59,89112Y,GKV,,3,115
14562,2024-43,Nordrhein-Westfalen,Region West,3,m,30-59,89112Y,GKV,Hypertonie,1,38
14563,2024-43,Nordrhein-Westfalen,Region West,3,m,60-199,*EFLU,PKV,,1,38
14564,2024-43,Nordrhein-Westfalen,Region West,3,m,60-199,1,PKV,,12,458
14565,2024-43,Nordrhein-Westfalen,Region West,3,m,60-199,1,PKV,,1,38
14566,2024-43,Nordrhein-Westfalen,Region West,3,m,60-199,1,PKV,Diabetes T2,1,38
14569,2024-43,Nordrhein-Westfalen,Region West,3,m,60-199,15,PKV,,1,38
14570,2024-43,Nordrhein-Westfalen,Region West,3,m,60-199,2,PKV,,14,535
14571,2024-43,Nordrhein-Westfalen,Region West,3,m,60-199,2,PKV,Hypertonie,3,115
14572,2024-43,Nordrhein-Westfalen,Region West,3,m,60-199,2,PKV,,2,76
14573,2024-43,Nordrhein-Westfalen,Region West,3,m,60-199,2,PKV,,1,38
14574,2024-43,Nordrhein-Westfalen,Region West,3,m,60-199,3551,PKV,,1,38
14575,2024-43,Nordrhein-Westfalen,Region West,3,m,60-199,3557,PKV,,1,38
14577,2024-43,Nordrhein-Westfalen,Region West,3,m,60-199,3558,PKV,Hypertonie,1,38
14578,2024-43,Nordrhein-Westfalen,Region West,3,m,60-199,3560,PKV,,1,38
14579,2024-43,Nordrhein-Westfalen,Region West,3,m,60-199,3585H1,PKV,,1,38
14580,2024-43,Nordrhein-Westfalen,Region West,3,m,60-199,3588H1,PKV,,1,38
14581,2024-43,Nordrhein-Westfalen,Region West,3,m,60-199,374,PKV,,1,38
14582,2024-43,Nordrhein-Westfalen,Region West,3,m,60-199,375,GKV,,1,38
14583,2024-43,Nordrhein-Westfalen,Region West,3,m,60-199,375,PKV,,180,6877
14584,2024-43,Nordrhein-Westfalen,Region West,3,m,60-199,375,PKV,Chronische Herzkreislauf,3,115
14585,2024-43,Nordrhein-Westfalen,Region West,3,m,60-199,375,PKV,Chronische Leberkrankheit,1,38
14586,2024-43,Nordrhein-Westfalen,Region West,3,m,60-199,375,PKV,Diabetes T1,1,38
14587,2024-43,Nordrhein-Westfalen,Region West,3,m,60-199,375,PKV,Diabetes T2,1,38
14588,2024-43,Nordrhein-Westfalen,Region West,3,m,60-199,375,PKV,Hypertonie,1,38
14589,2024-43,Nordrhein-Westfalen,Region West,3,m,60-199,375,PKV,,6,229
14590,2024-43,Nordrhein-Westfalen,Region West,3,m,60-199,375,PKV,,11,420
14591,2024-43,Nordrhein-Westfalen,Region West,3,m,60-199,375,PKV,,1,38
14592,2024-43,Nordrhein-Westfalen,Region West,3,m,60-199,375,PKV,,2,76
14593,2024-43,Nordrhein-Westfalen,Region West,3,m,60-199,377,PKV,,45,1719
14594,2024-43,Nordrhein-Westfalen,Region West,3,m,60-199,377,PKV,COPD,1,38
14595,2024-43,Nordrhein-Westfalen,Region West,3,m,60-199,377,PKV,,3,115
14596,2024-43,Nordrhein-Westfalen,Region West,3,m,60-199,410,PKV,,1,38
14597,2024-43,Nordrhein-Westfalen,Region West,3,m,60-199,420,PKV,,1,38
14598,2024-43,Nordrhein-Westfalen,Region West,3,m,60-199,5,PKV,,2,76
14599,2024-43,Nordrhein-Westfalen,Region West,3,m,60-199,5,PKV,,4,153
14600,2024-43,Nordrhein-Westfalen,Region West,3,m,60-199,605a,PKV,,1,38
14601,2024-43,Nordrhein-Westfalen,Region West,3,m,60-199,644,PKV,,1,38
14602,2024-43,Nordrhein-Westfalen,Region West,3,m,60-199,7,PKV,,1,38
14603,2024-43,Nordrhein-Westfalen,Region West,3,m,60-199,89111,GKV,,331,12647
14604,2024-43,Nordrhein-Westfalen,Region West,3,m,60-199,89111,GKV,Chronische Herzkreislauf,7,267
14605,2024-43,Nordrhein-Westfalen,Region West,3,m,60-199,89111,GKV,Chronische Leberkrankheit,3,115
14606,2024-43,Nordrhein-Westfalen,Region West,3,m,60-199,89111,GKV,Diabetes T1,1,38
14607,2024-43,Nordrhein-Westfalen,Region West,3,m,60-199,89111,GKV,Diabetes T2,5,191
14608,2024-43,Nordrhein-Westfalen,Region West,3,m,60-199,89111,GKV,Hypertonie,13,497
14609,2024-43,Nordrhein-Westfalen,Region West,3,m,60-199,89111,GKV,,837,31980
14610,2024-43,Nordrhein-Westfalen,Region West,3,m,60-199,89111,GKV,Asthma,14,535
14611,2024-43,Nordrhein-Westfalen,Region West,3,m,60-199,89111,GKV,COPD,27,1032
14612,2024-43,Nordrhein-Westfalen,Region West,3,m,60-199,89111,GKV,Chronische Herzkreislauf,47,1796
14613,2024-43,Nordrhein-Westfalen,Region West,3,m,60-199,89111,GKV,Chronische Leberkrankheit,18,688
14614,2024-43,Nordrhein-Westfalen,Region West,3,m,60-199,89111,GKV,Diabetes T1,4,153
14615,2024-43,Nordrhein-Westfalen,Region West,3,m,60-199,89111,GKV,Diabetes T2,60,2292
14616,2024-43,Nordrhein-Westfalen,Region West,3,m,60-199,89111,GKV,Hypertonie,113,4318
14617,2024-43,Nordrhein-Westfalen,Region West,3,m,60-199,89112,GKV,,11,420
14618,2024-43,Nordrhein-Westfalen,Region West,3,m,60-199,89112,GKV,,10,382
14619,2024-43,Nordrhein-Westfalen,Region West,3,m,60-199,89112,GKV,Chronische Leberkrankheit,1,38
14620,2024-43,Nordrhein-Westfalen,Region West,3,m,60-199,89112,GKV,Diabetes T2,1,38
14621,2024-43,Nordrhein-Westfalen,Region West,3,m,60-199,89112Y,GKV,,1,38
14622,2024-43,Nordrhein-Westfalen,Region West,3,u,30-59,1,PKV,,1,38
14623,2024-43,Rheinland-Pfalz,Region West,1,f,0-29,377,PKV,,1,49
14624,2024-43,Rheinland-Pfalz,Region West,1,f,0-29,89112,GKV,,5,246
14625,2024-43,Rheinland-Pfalz,Region West,1,f,30-59,03003,GKV,,1,49
14626,2024-43,Rheinland-Pfalz,Region West,1,f,30-59,03220,GKV,,1,49
14627,2024-43,Rheinland-Pfalz,Region West,1,f,30-59,2007,PKV,,1,49
14628,2024-43,Rheinland-Pfalz,Region West,1,f,30-59,375,PKV,,1,49
14630,2024-43,Rheinland-Pfalz,Region West,1,f,30-59,89112,GKV,,5,246
14631,2024-43,Rheinland-Pfalz,Region West,1,f,30-59,89112,GKV,,42,2070
14632,2024-43,Rheinland-Pfalz,Region West,1,f,30-59,89112,GKV,Asthma,4,197
14633,2024-43,Rheinland-Pfalz,Region West,1,f,30-59,89112,GKV,COPD,2,99
14634,2024-43,Rheinland-Pfalz,Region West,1,f,30-59,89112,GKV,Chronische Herzkreislauf,1,49
14635,2024-43,Rheinland-Pfalz,Region West,1,f,30-59,89112,GKV,Chronische Leberkrankheit,3,148
14636,2024-43,Rheinland-Pfalz,Region West,1,f,30-59,89112,GKV,Diabetes T2,2,99
14637,2024-43,Rheinland-Pfalz,Region West,1,f,30-59,89112,GKV,Hypertonie,4,197
14638,2024-43,Rheinland-Pfalz,Region West,1,f,30-59,89112Y,GKV,,1,49
14639,2024-43,Rheinland-Pfalz,Region West,1,f,30-59,89112Y,GKV,,3,148
14642,2024-43,Rheinland-Pfalz,Region West,1,f,60-199,01734,GKV,,1,49
14643,2024-43,Rheinland-Pfalz,Region West,1,f,60-199,1,PKV,,2,99
14644,2024-43,Rheinland-Pfalz,Region West,1,f,60-199,2,PKV,,8,394
14645,2024-43,Rheinland-Pfalz,Region West,1,f,60-199,2,PKV,Asthma,1,49
14646,2024-43,Rheinland-Pfalz,Region West,1,f,60-199,2,PKV,Hypertonie,1,49
14647,2024-43,Rheinland-Pfalz,Region West,1,f,60-199,2,PKV,,1,49
14650,2024-43,Rheinland-Pfalz,Region West,1,f,60-199,3,PKV,,2,99
14651,2024-43,Rheinland-Pfalz,Region West,1,f,60-199,375,GKV,,1,49
14652,2024-43,Rheinland-Pfalz,Region West,1,f,60-199,375,PKV,,19,936
14653,2024-43,Rheinland-Pfalz,Region West,1,f,60-199,375,PKV,Chronische Leberkrankheit,1,49
14654,2024-43,Rheinland-Pfalz,Region West,1,f,60-199,375,PKV,,3,148
14655,2024-43,Rheinland-Pfalz,Region West,1,f,60-199,377,PKV,,4,197
14656,2024-43,Rheinland-Pfalz,Region West,1,f,60-199,5,PKV,,1,49
14657,2024-43,Rheinland-Pfalz,Region West,1,f,60-199,50,PKV,,1,49
14658,2024-43,Rheinland-Pfalz,Region West,1,f,60-199,89111,GKV,,31,1528
14659,2024-43,Rheinland-Pfalz,Region West,1,f,60-199,89111,GKV,COPD,2,99
14660,2024-43,Rheinland-Pfalz,Region West,1,f,60-199,89111,GKV,Chronische Herzkreislauf,1,49
14661,2024-43,Rheinland-Pfalz,Region West,1,f,60-199,89111,GKV,Hypertonie,2,99
14662,2024-43,Rheinland-Pfalz,Region West,1,f,60-199,89111,GKV,,255,12566
14663,2024-43,Rheinland-Pfalz,Region West,1,f,60-199,89111,GKV,Asthma,2,99
14664,2024-43,Rheinland-Pfalz,Region West,1,f,60-199,89111,GKV,COPD,8,394
14665,2024-43,Rheinland-Pfalz,Region West,1,f,60-199,89111,GKV,Chronische Herzkreislauf,12,591
14666,2024-43,Rheinland-Pfalz,Region West,1,f,60-199,89111,GKV,Chronische Leberkrankheit,7,345
14667,2024-43,Rheinland-Pfalz,Region West,1,f,60-199,89111,GKV,Diabetes T1,1,49
14668,2024-43,Rheinland-Pfalz,Region West,1,f,60-199,89111,GKV,Diabetes T2,12,591
14669,2024-43,Rheinland-Pfalz,Region West,1,f,60-199,89111,GKV,Hypertonie,50,2464
14670,2024-43,Rheinland-Pfalz,Region West,1,f,60-199,89112,GKV,,2,99
14671,2024-43,Rheinland-Pfalz,Region West,1,m,0-29,375,PKV,,1,49
14672,2024-43,Rheinland-Pfalz,Region West,1,m,0-29,89112,GKV,,2,99
14673,2024-43,Rheinland-Pfalz,Region West,1,m,0-29,89112,GKV,Asthma,1,49
14674,2024-43,Rheinland-Pfalz,Region West,1,m,0-29,89112Y,GKV,,1,49
14675,2024-43,Rheinland-Pfalz,Region West,1,m,30-59,03003,GKV,,1,49
14676,2024-43,Rheinland-Pfalz,Region West,1,m,30-59,03221,GKV,,1,49
14677,2024-43,Rheinland-Pfalz,Region West,1,m,30-59,1,PKV,,1,49
14678,2024-43,Rheinland-Pfalz,Region West,1,m,30-59,2,PKV,,1,49
14680,2024-43,Rheinland-Pfalz,Region West,1,m,30-59,375,GKV,,2,99
14681,2024-43,Rheinland-Pfalz,Region West,1,m,30-59,375,PKV,,3,148
14683,2024-43,Rheinland-Pfalz,Region West,1,m,30-59,377,PKV,,1,49
14684,2024-43,Rheinland-Pfalz,Region West,1,m,30-59,89111,GKV,,1,49
14685,2024-43,Rheinland-Pfalz,Region West,1,m,30-59,89112,GKV,,2,99
14686,2024-43,Rheinland-Pfalz,Region West,1,m,30-59,89112,GKV,Hypertonie,1,49
14687,2024-43,Rheinland-Pfalz,Region West,1,m,30-59,89112,GKV,,34,1675
14688,2024-43,Rheinland-Pfalz,Region West,1,m,30-59,89112,GKV,COPD,4,197
14689,2024-43,Rheinland-Pfalz,Region West,1,m,30-59,89112,GKV,Chronische Herzkreislauf,1,49
14690,2024-43,Rheinland-Pfalz,Region West,1,m,30-59,89112,GKV,Diabetes T2,1,49
14691,2024-43,Rheinland-Pfalz,Region West,1,m,30-59,89112,GKV,Hypertonie,2,99
14693,2024-43,Rheinland-Pfalz,Region West,1,m,30-59,89112Y,GKV,,1,49
14694,2024-43,Rheinland-Pfalz,Region West,1,m,60-199,03220,GKV,,1,49
14695,2024-43,Rheinland-Pfalz,Region West,1,m,60-199,1,PKV,,4,197
14696,2024-43,Rheinland-Pfalz,Region West,1,m,60-199,2,GKV,,1,49
14697,2024-43,Rheinland-Pfalz,Region West,1,m,60-199,2,PKV,,10,493
14698,2024-43,Rheinland-Pfalz,Region West,1,m,60-199,2,PKV,COPD,1,49
14699,2024-43,Rheinland-Pfalz,Region West,1,m,60-199,2,PKV,Chronische Herzkreislauf,2,99
14700,2024-43,Rheinland-Pfalz,Region West,1,m,60-199,2,PKV,Diabetes T2,1,49
14701,2024-43,Rheinland-Pfalz,Region West,1,m,60-199,2,PKV,Hypertonie,2,99
14702,2024-43,Rheinland-Pfalz,Region West,1,m,60-199,2,PKV,,2,99
14703,2024-43,Rheinland-Pfalz,Region West,1,m,60-199,2,PKV,,1,49
14704,2024-43,Rheinland-Pfalz,Region West,1,m,60-199,250,PKV,,1,49
14705,2024-43,Rheinland-Pfalz,Region West,1,m,60-199,2ZT,PKV,,1,49
14706,2024-43,Rheinland-Pfalz,Region West,1,m,60-199,32042,GKV,Hypertonie,1,49
14707,2024-43,Rheinland-Pfalz,Region West,1,m,60-199,3560,PKV,Hypertonie,1,49
14708,2024-43,Rheinland-Pfalz,Region West,1,m,60-199,375,PKV,,21,1035
14709,2024-43,Rheinland-Pfalz,Region West,1,m,60-199,375,PKV,COPD,1,49
14710,2024-43,Rheinland-Pfalz,Region West,1,m,60-199,375,PKV,Hypertonie,1,49
14711,2024-43,Rheinland-Pfalz,Region West,1,m,60-199,375,PKV,Chronische Herzkreislauf,1,49
14712,2024-43,Rheinland-Pfalz,Region West,1,m,60-199,375,PKV,Diabetes T2,1,49
14714,2024-43,Rheinland-Pfalz,Region West,1,m,60-199,375,PKV,,5,246
14715,2024-43,Rheinland-Pfalz,Region West,1,m,60-199,375,PKV,,1,49
14716,2024-43,Rheinland-Pfalz,Region West,1,m,60-199,377,PKV,,1,49
14718,2024-43,Rheinland-Pfalz,Region West,1,m,60-199,5,PKV,,3,148
14719,2024-43,Rheinland-Pfalz,Region West,1,m,60-199,602,PKV,,1,49
14720,2024-43,Rheinland-Pfalz,Region West,1,m,60-199,7,PKV,,1,49
14721,2024-43,Rheinland-Pfalz,Region West,1,m,60-199,89111,GKV,,17,838
14722,2024-43,Rheinland-Pfalz,Region West,1,m,60-199,89111,GKV,Diabetes T2,1,49
14723,2024-43,Rheinland-Pfalz,Region West,1,m,60-199,89111,GKV,Hypertonie,2,99
14724,2024-43,Rheinland-Pfalz,Region West,1,m,60-199,89111,GKV,,183,9018
14725,2024-43,Rheinland-Pfalz,Region West,1,m,60-199,89111,GKV,Asthma,5,246
14726,2024-43,Rheinland-Pfalz,Region West,1,m,60-199,89111,GKV,COPD,9,444
14727,2024-43,Rheinland-Pfalz,Region West,1,m,60-199,89111,GKV,Chronische Herzkreislauf,18,887
14728,2024-43,Rheinland-Pfalz,Region West,1,m,60-199,89111,GKV,Chronische Leberkrankheit,5,246
14729,2024-43,Rheinland-Pfalz,Region West,1,m,60-199,89111,GKV,Diabetes T2,13,641
14730,2024-43,Rheinland-Pfalz,Region West,1,m,60-199,89111,GKV,Hypertonie,47,2316
14731,2024-43,Rheinland-Pfalz,Region West,1,m,60-199,89111,GKV,Asthma,1,49
14732,2024-43,Rheinland-Pfalz,Region West,1,m,60-199,89112,GKV,,2,99
14733,2024-43,Rheinland-Pfalz,Region West,1,v,60-199,89111,GKV,,1,49
14734,2024-43,Rheinland-Pfalz,Region West,2,f,30-59,89112,GKV,,1,8
14735,2024-43,Rheinland-Pfalz,Region West,2,f,30-59,89112,GKV,,5,40
14736,2024-43,Rheinland-Pfalz,Region West,2,f,60-199,375,PKV,,4,32
14737,2024-43,Rheinland-Pfalz,Region West,2,f,60-199,375,PKV,,1,8
14738,2024-43,Rheinland-Pfalz,Region West,2,f,60-199,89111,GKV,,5,40
14739,2024-43,Rheinland-Pfalz,Region West,2,f,60-199,89111,GKV,,47,376
14740,2024-43,Rheinland-Pfalz,Region West,2,f,60-199,89111,GKV,Hypertonie,5,40
14741,2024-43,Rheinland-Pfalz,Region West,2,f,60-199,89112,GKV,,1,8
14743,2024-43,Rheinland-Pfalz,Region West,2,m,30-59,89112,GKV,,3,24
14744,2024-43,Rheinland-Pfalz,Region West,2,m,30-59,89112,GKV,,2,16
14745,2024-43,Rheinland-Pfalz,Region West,2,m,60-199,375,PKV,,3,24
14746,2024-43,Rheinland-Pfalz,Region West,2,m,60-199,7,PKV,,1,8
14747,2024-43,Rheinland-Pfalz,Region West,2,m,60-199,89111,GKV,,6,48
14748,2024-43,Rheinland-Pfalz,Region West,2,m,60-199,89111,GKV,,31,248
14749,2024-43,Rheinland-Pfalz,Region West,2,m,60-199,89111,GKV,COPD,1,8
14750,2024-43,Rheinland-Pfalz,Region West,3,f,0-29,89112,GKV,,1,76
14751,2024-43,Rheinland-Pfalz,Region West,3,f,30-59,1,PKV,,1,76
14752,2024-43,Rheinland-Pfalz,Region West,3,f,30-59,2,PKV,,1,76
14753,2024-43,Rheinland-Pfalz,Region West,3,f,30-59,375,GKV,,1,76
14754,2024-43,Rheinland-Pfalz,Region West,3,f,30-59,89112,GKV,,1,76
14755,2024-43,Rheinland-Pfalz,Region West,3,f,30-59,89112,GKV,,6,457
14756,2024-43,Rheinland-Pfalz,Region West,3,f,30-59,89112,GKV,COPD,1,76
14757,2024-43,Rheinland-Pfalz,Region West,3,f,30-59,89112,GKV,Diabetes T2,1,76
14758,2024-43,Rheinland-Pfalz,Region West,3,f,30-59,89112,GKV,Hypertonie,2,152
14759,2024-43,Rheinland-Pfalz,Region West,3,f,30-59,89112Y,GKV,,1,76
14760,2024-43,Rheinland-Pfalz,Region West,3,f,60-199,1,PKV,,2,152
14761,2024-43,Rheinland-Pfalz,Region West,3,f,60-199,2,PKV,,3,229
14762,2024-43,Rheinland-Pfalz,Region West,3,f,60-199,375,PKV,,8,610
14763,2024-43,Rheinland-Pfalz,Region West,3,f,60-199,5,PKV,Hypertonie,2,152
14764,2024-43,Rheinland-Pfalz,Region West,3,f,60-199,51,PKV,,1,76
14765,2024-43,Rheinland-Pfalz,Region West,3,f,60-199,7000,PKV,,1,76
14766,2024-43,Rheinland-Pfalz,Region West,3,f,60-199,89111,GKV,,5,381
14767,2024-43,Rheinland-Pfalz,Region West,3,f,60-199,89111,GKV,Asthma,1,76
14768,2024-43,Rheinland-Pfalz,Region West,3,f,60-199,89111,GKV,Diabetes T2,1,76
14769,2024-43,Rheinland-Pfalz,Region West,3,f,60-199,89111,GKV,Hypertonie,1,76
14770,2024-43,Rheinland-Pfalz,Region West,3,f,60-199,89111,GKV,,80,6096
14772,2024-43,Rheinland-Pfalz,Region West,3,f,60-199,89111,GKV,COPD,1,76
14773,2024-43,Rheinland-Pfalz,Region West,3,f,60-199,89111,GKV,Chronische Herzkreislauf,3,229
14774,2024-43,Rheinland-Pfalz,Region West,3,f,60-199,89111,GKV,Diabetes T2,4,305
14775,2024-43,Rheinland-Pfalz,Region West,3,f,60-199,89111,GKV,Hypertonie,10,762
14776,2024-43,Rheinland-Pfalz,Region West,3,m,0-29,89112,GKV,,1,76
14777,2024-43,Rheinland-Pfalz,Region West,3,m,30-59,375,PKV,,1,76
14778,2024-43,Rheinland-Pfalz,Region West,3,m,30-59,89112,GKV,,1,76
14779,2024-43,Rheinland-Pfalz,Region West,3,m,30-59,89112,GKV,,8,610
14780,2024-43,Rheinland-Pfalz,Region West,3,m,30-59,89112,GKV,Hypertonie,1,76
14781,2024-43,Rheinland-Pfalz,Region West,3,m,30-59,89112Y,GKV,,2,152
14782,2024-43,Rheinland-Pfalz,Region West,3,m,60-199,1,PKV,,2,152
14783,2024-43,Rheinland-Pfalz,Region West,3,m,60-199,2,PKV,,4,305
14784,2024-43,Rheinland-Pfalz,Region West,3,m,60-199,375,PKV,,15,1143
14785,2024-43,Rheinland-Pfalz,Region West,3,m,60-199,375,PKV,Hypertonie,1,76
14786,2024-43,Rheinland-Pfalz,Region West,3,m,60-199,375,PKV,,1,76
14787,2024-43,Rheinland-Pfalz,Region West,3,m,60-199,51,PKV,,1,76
14788,2024-43,Rheinland-Pfalz,Region West,3,m,60-199,7,PKV,Hypertonie,1,76
14789,2024-43,Rheinland-Pfalz,Region West,3,m,60-199,7000,PKV,,1,76
14790,2024-43,Rheinland-Pfalz,Region West,3,m,60-199,89111,GKV,,1,76
14791,2024-43,Rheinland-Pfalz,Region West,3,m,60-199,89111,GKV,,55,4191
14792,2024-43,Rheinland-Pfalz,Region West,3,m,60-199,89111,GKV,Asthma,1,76
14793,2024-43,Rheinland-Pfalz,Region West,3,m,60-199,89111,GKV,COPD,3,229
14794,2024-43,Rheinland-Pfalz,Region West,3,m,60-199,89111,GKV,Chronische Herzkreislauf,4,305
14795,2024-43,Rheinland-Pfalz,Region West,3,m,60-199,89111,GKV,Diabetes T2,3,229
14796,2024-43,Rheinland-Pfalz,Region West,3,m,60-199,89111,GKV,Hypertonie,6,457
14797,2024-43,Rheinland-Pfalz,Region West,3,m,60-199,WT,PKV,,1,76
14798,2024-43,Rheinland-Pfalz,Region West,3,m,60-199,WT5,PKV,,1,76
14799,2024-43,Saarland,Region West,1,f,0-29,375,PKV,,1,20
14800,2024-43,Saarland,Region West,1,f,0-29,89112,GKV,,2,40
14801,2024-43,Saarland,Region West,1,f,30-59,2,PKV,,1,20
14802,2024-43,Saarland,Region West,1,f,30-59,200,PKV,,1,20
14803,2024-43,Saarland,Region West,1,f,30-59,375,PKV,,2,40
14804,2024-43,Saarland,Region West,1,f,30-59,89111,GKV,,2,40
14805,2024-43,Saarland,Region West,1,f,30-59,89112,GKV,,2,40
14806,2024-43,Saarland,Region West,1,f,30-59,89112,GKV,,34,683
14807,2024-43,Saarland,Region West,1,f,30-59,89112,GKV,Asthma,4,80
14808,2024-43,Saarland,Region West,1,f,30-59,89112,GKV,Chronische Leberkrankheit,1,20
14809,2024-43,Saarland,Region West,1,f,30-59,89112,GKV,Diabetes T2,1,20
14810,2024-43,Saarland,Region West,1,f,30-59,89112,GKV,Hypertonie,3,60
14811,2024-43,Saarland,Region West,1,f,60-199,2,PKV,,3,60
14812,2024-43,Saarland,Region West,1,f,60-199,2,PKV,Diabetes T2,1,20
14813,2024-43,Saarland,Region West,1,f,60-199,375,PKV,,12,241
14814,2024-43,Saarland,Region West,1,f,60-199,375,PKV,,1,20
14815,2024-43,Saarland,Region West,1,f,60-199,377,PKV,,1,20
14817,2024-43,Saarland,Region West,1,f,60-199,89111,GKV,,2,40
14818,2024-43,Saarland,Region West,1,f,60-199,89111,GKV,Chronische Herzkreislauf,2,40
14819,2024-43,Saarland,Region West,1,f,60-199,89111,GKV,Hypertonie,1,20
14820,2024-43,Saarland,Region West,1,f,60-199,89111,GKV,,132,2651
14821,2024-43,Saarland,Region West,1,f,60-199,89111,GKV,Asthma,3,60
14822,2024-43,Saarland,Region West,1,f,60-199,89111,GKV,COPD,6,121
14823,2024-43,Saarland,Region West,1,f,60-199,89111,GKV,Chronische Herzkreislauf,10,201
14824,2024-43,Saarland,Region West,1,f,60-199,89111,GKV,Chronische Leberkrankheit,3,60
